event_id,timestamp,user_id,route,query_type,prompt_version,answer_accepted,thumbs_up,regenerated,latency_ms
EVT_00600,2026-05-31 03:26:00,USER_011,SQL,KPI Lookup,V1,1,1,0,512.0
EVT_00601,2026-05-07 12:14:00,USER_022,SQL,KPI Lookup,V2,1,1,0,1247.0
EVT_00602,2026-06-24 11:12:00,USER_075,HYBRID,Supplier Diagnosis,V1,1,1,0,2050.0
EVT_00603,2026-06-28 09:03:00,USER_066,SQL,KPI Lookup,V1,1,1,0,300.0
EVT_00604,2026-06-11 08:52:00,USER_054,HYBRID,Supplier Diagnosis,V2,1,0,0,2290.0
EVT_00605,2026-05-31 05:55:00,USER_099,HYBRID,Supplier Diagnosis,V2,1,1,0,2309.0
EVT_00606,2026-05-25 17:53:00,USER_044,HYBRID,Supplier Diagnosis,V1,1,1,0,2089.0
EVT_00607,2026-05-23 15:09:00,USER_097,RAG,Issue Investigation,V1,0,0,1,1910.0
EVT_00608,2026-05-07 10:37:00,USER_035,SQL,KPI Lookup,V2,1,1,0,1228.0
EVT_00609,2026-06-02 14:59:00,USER_071,SQL,KPI Lookup,V2,1,1,0,681.0
EVT_00610,2026-05-06 03:16:00,USER_026,HYBRID,Supplier Diagnosis,V1,1,1,0,2162.0
EVT_00611,2026-06-05 08:01:00,USER_098,RAG,Issue Investigation,V2,1,1,0,2033.0
EVT_00612,2026-06-13 15:57:00,USER_072,HYBRID,Supplier Diagnosis,V2,1,1,0,2509.0
EVT_00613,2026-06-20 22:58:00,USER_055,HYBRID,Supplier Diagnosis,V1,1,1,0,2392.0
EVT_00614,2026-06-15 08:08:00,USER_026,RAG,Issue Investigation,V1,0,0,0,1573.0
EVT_00615,2026-05-22 08:30:00,USER_034,SQL,KPI Lookup,V2,1,1,0,727.0
EVT_00616,2026-06-19 22:42:00,USER_047,HYBRID,Supplier Diagnosis,V1,1,1,0,2162.0
EVT_00617,2026-06-12 20:36:00,USER_037,SQL,KPI Lookup,V2,1,1,1,944.0
EVT_00618,2026-06-19 05:13:00,USER_069,RAG,Issue Investigation,V2,1,0,0,1813.0
EVT_00619,2026-06-08 10:33:00,USER_057,SQL,KPI Lookup,V2,1,1,0,395.0
EVT_00620,2026-06-11 15:32:00,USER_039,RAG,Issue Investigation,V1,1,1,0,1512.0
EVT_00621,2026-05-09 06:40:00,USER_040,HYBRID,Supplier Diagnosis,V1,1,1,0,2162.0
EVT_00622,2026-05-07 07:50:00,USER_056,HYBRID,Supplier Diagnosis,V2,1,0,0,1970.0
EVT_00623,2026-05-03 20:14:00,USER_048,HYBRID,Supplier Diagnosis,V1,1,1,0,1988.0
EVT_00624,2026-06-18 00:01:00,USER_032,RAG,Issue Investigation,V2,1,1,0,2075.0
EVT_00625,2026-06-18 13:02:00,USER_058,RAG,Issue Investigation,V1,1,0,0,1752.0
EVT_00626,2026-05-04 05:03:00,USER_036,HYBRID,Supplier Diagnosis,V2,1,1,0,2380.0
EVT_00627,2026-05-10 06:02:00,USER_064,SQL,KPI Lookup,V1,1,0,0,857.0
EVT_00628,2026-06-04 19:08:00,USER_093,SQL,KPI Lookup,V1,0,1,1,300.0
EVT_00629,2026-05-05 10:27:00,USER_078,HYBRID,Supplier Diagnosis,V1,1,0,0,2596.0
EVT_00630,2026-05-19 12:27:00,USER_067,SQL,KPI Lookup,V2,1,1,0,832.0
EVT_00631,2026-05-01 20:12:00,USER_010,SQL,KPI Lookup,V2,1,1,1,889.0
EVT_00632,2026-05-02 17:13:00,USER_025,RAG,Issue Investigation,V2,1,1,0,2367.0
EVT_00633,2026-06-08 02:40:00,USER_047,HYBRID,Supplier Diagnosis,V1,0,0,0,2162.0
EVT_00634,2026-05-12 20:58:00,USER_073,SQL,KPI Lookup,V2,0,1,0,410.0
EVT_00635,2026-06-03 12:18:00,USER_085,SQL,KPI Lookup,V1,0,0,1,300.0
EVT_00636,2026-05-03 01:25:00,USER_081,SQL,KPI Lookup,V1,1,1,0,935.0
EVT_00637,2026-05-02 04:45:00,USER_025,HYBRID,Supplier Diagnosis,V1,0,0,0,1790.0
EVT_00638,2026-05-13 08:37:00,USER_040,HYBRID,Supplier Diagnosis,V1,1,1,0,2405.0
EVT_00639,2026-05-29 16:36:00,USER_093,SQL,KPI Lookup,V1,1,1,0,639.0
EVT_00640,2026-05-01 11:02:00,USER_078,RAG,Issue Investigation,V2,1,1,0,1797.0
EVT_00641,2026-05-08 16:18:00,USER_074,SQL,KPI Lookup,V1,1,1,0,907.0
EVT_00642,2026-05-20 18:54:00,USER_039,HYBRID,Supplier Diagnosis,V1,1,1,1,2434.0
EVT_00643,2026-06-09 04:56:00,USER_003,HYBRID,Supplier Diagnosis,V2,1,1,0,2173.0
EVT_00644,2026-06-13 10:04:00,USER_057,HYBRID,Supplier Diagnosis,V1,0,1,0,2441.0
EVT_00645,2026-06-22 18:36:00,USER_056,SQL,KPI Lookup,V2,0,0,0,499.0
EVT_00646,2026-05-13 12:08:00,USER_024,SQL,KPI Lookup,V1,1,0,0,585.0
EVT_00647,2026-06-10 18:08:00,USER_076,SQL,KPI Lookup,V2,0,0,0,651.0
EVT_00648,2026-05-26 10:24:00,USER_024,RAG,Issue Investigation,V1,0,0,0,1988.0
EVT_00649,2026-05-07 07:07:00,USER_005,SQL,KPI Lookup,V1,1,1,0,1239.0
EVT_00650,2026-05-10 03:55:00,USER_086,SQL,KPI Lookup,V1,1,1,0,676.0
EVT_00651,2026-05-16 18:59:00,USER_061,HYBRID,Supplier Diagnosis,V1,0,0,0,2453.0
EVT_00652,2026-06-02 18:55:00,USER_094,HYBRID,Supplier Diagnosis,V2,1,1,0,2247.0
EVT_00653,2026-06-01 04:50:00,USER_090,HYBRID,Supplier Diagnosis,V2,1,0,0,2227.0
EVT_00654,2026-05-27 16:09:00,USER_079,RAG,Issue Investigation,V1,0,0,0,1968.0
EVT_00655,2026-05-31 01:32:00,USER_040,HYBRID,Supplier Diagnosis,V2,1,1,0,2345.0
EVT_00656,2026-06-16 07:39:00,USER_040,RAG,Issue Investigation,V1,1,1,0,1813.0
EVT_00657,2026-06-06 14:16:00,USER_094,SQL,KPI Lookup,V2,1,1,0,555.0
EVT_00658,2026-05-14 06:06:00,USER_084,SQL,KPI Lookup,V1,1,1,0,664.0
EVT_00659,2026-06-24 10:07:00,USER_091,HYBRID,Supplier Diagnosis,V1,0,1,0,2346.0
EVT_00660,2026-05-15 22:57:00,USER_013,SQL,KPI Lookup,V1,0,0,0,915.0
EVT_00661,2026-05-13 09:33:00,USER_006,SQL,KPI Lookup,V1,1,1,0,529.0
EVT_00662,2026-05-29 17:03:00,USER_040,RAG,Issue Investigation,V1,1,1,0,1777.0
EVT_00663,2026-06-07 06:35:00,USER_016,HYBRID,Supplier Diagnosis,V2,1,1,0,2450.0
EVT_00664,2026-05-21 06:04:00,USER_098,SQL,KPI Lookup,V2,1,0,0,965.0
EVT_00665,2026-06-04 18:17:00,USER_044,HYBRID,Supplier Diagnosis,V1,1,0,0,2171.0
EVT_00666,2026-06-09 11:15:00,USER_014,RAG,Issue Investigation,V1,1,1,0,2404.0
EVT_00667,2026-06-16 00:48:00,USER_069,RAG,Issue Investigation,V2,1,1,0,1217.0
EVT_00668,2026-05-25 12:47:00,USER_013,HYBRID,Supplier Diagnosis,V2,1,1,0,2442.0
EVT_00669,2026-06-27 22:26:00,USER_008,SQL,KPI Lookup,V1,1,1,0,729.0
EVT_00670,2026-05-10 23:26:00,USER_076,RAG,Issue Investigation,V1,0,0,0,1517.0
EVT_00671,2026-05-01 19:59:00,USER_052,SQL,KPI Lookup,V1,1,0,0,791.0
EVT_00672,2026-05-29 05:21:00,USER_035,RAG,Issue Investigation,V2,1,1,0,1630.0
EVT_00673,2026-06-27 02:30:00,USER_008,HYBRID,Supplier Diagnosis,V1,0,1,0,2796.0
EVT_00674,2026-06-19 12:36:00,USER_075,HYBRID,Supplier Diagnosis,V1,1,1,0,2505.0
EVT_00675,2026-06-08 13:09:00,USER_009,SQL,KPI Lookup,V1,1,0,0,674.0
EVT_00676,2026-06-10 06:43:00,USER_090,RAG,Issue Investigation,V1,1,1,0,1630.0
EVT_00677,2026-05-14 07:34:00,USER_028,HYBRID,Supplier Diagnosis,V2,1,1,0,2196.0
EVT_00678,2026-05-06 04:59:00,USER_095,RAG,Issue Investigation,V2,0,0,0,2105.0
EVT_00679,2026-06-28 15:34:00,USER_099,SQL,KPI Lookup,V1,1,1,0,300.0
EVT_00680,2026-05-27 19:18:00,USER_063,SQL,KPI Lookup,V2,1,1,1,847.0
EVT_00681,2026-05-20 00:59:00,USER_032,HYBRID,Supplier Diagnosis,V1,0,0,0,2370.0
EVT_00682,2026-06-02 23:40:00,USER_064,RAG,Issue Investigation,V2,1,1,0,1775.0
EVT_00683,2026-05-18 18:39:00,USER_075,RAG,Issue Investigation,V1,1,1,0,1987.0
EVT_00684,2026-05-10 10:28:00,USER_063,SQL,KPI Lookup,V2,1,1,0,476.0
EVT_00685,2026-05-19 14:01:00,USER_042,RAG,Issue Investigation,V2,0,1,1,1418.0
EVT_00686,2026-05-16 01:14:00,USER_011,SQL,KPI Lookup,V1,1,1,0,851.0
EVT_00687,2026-05-05 18:58:00,USER_087,SQL,KPI Lookup,V1,1,0,0,485.0
EVT_00688,2026-05-14 18:25:00,USER_099,SQL,KPI Lookup,V2,1,1,0,898.0
EVT_00689,2026-06-09 21:09:00,USER_061,HYBRID,Supplier Diagnosis,V2,1,0,0,2157.0
EVT_00690,2026-06-17 16:49:00,USER_031,SQL,KPI Lookup,V2,1,1,0,732.0
EVT_00691,2026-06-11 08:59:00,USER_026,RAG,Issue Investigation,V1,0,0,0,1570.0
EVT_00692,2026-06-12 21:10:00,USER_087,HYBRID,Supplier Diagnosis,V1,1,1,0,2269.0
EVT_00693,2026-05-26 03:42:00,USER_064,HYBRID,Supplier Diagnosis,V1,0,0,0,2304.0
EVT_00694,2026-06-11 02:13:00,USER_036,RAG,Issue Investigation,V2,1,1,0,1609.0
EVT_00695,2026-05-13 19:54:00,USER_020,SQL,KPI Lookup,V1,1,1,0,551.0
EVT_00696,2026-05-28 03:39:00,USER_017,RAG,Issue Investigation,V1,0,1,1,1962.0
EVT_00697,2026-05-31 02:13:00,USER_076,HYBRID,Supplier Diagnosis,V1,0,0,0,2796.0
EVT_00698,2026-06-25 01:45:00,USER_038,HYBRID,Supplier Diagnosis,V2,1,0,0,2499.0
EVT_00699,2026-05-19 23:08:00,USER_073,HYBRID,Supplier Diagnosis,V2,1,1,0,2237.0
EVT_00700,2026-05-06 06:25:00,USER_100,HYBRID,Supplier Diagnosis,V1,1,1,0,2511.0
EVT_00701,2026-05-02 02:31:00,USER_061,RAG,Issue Investigation,V1,1,1,0,1651.0
EVT_00702,2026-06-07 22:10:00,USER_007,SQL,KPI Lookup,V1,1,1,0,300.0
EVT_00703,2026-06-20 20:50:00,USER_055,RAG,Issue Investigation,V2,0,0,1,2052.0
EVT_00704,2026-05-12 01:03:00,USER_090,RAG,Issue Investigation,V2,1,1,0,1798.0
EVT_00705,2026-06-14 07:05:00,USER_042,HYBRID,Supplier Diagnosis,V2,0,0,1,2612.0
EVT_00706,2026-05-31 07:08:00,USER_098,RAG,Issue Investigation,V1,0,0,0,1626.0
EVT_00707,2026-06-21 01:26:00,USER_042,RAG,Issue Investigation,V2,1,1,0,1840.0
EVT_00708,2026-05-20 16:38:00,USER_030,RAG,Issue Investigation,V2,1,1,0,2106.0
EVT_00709,2026-06-01 02:57:00,USER_056,SQL,KPI Lookup,V2,1,1,0,779.0
EVT_00710,2026-05-26 04:05:00,USER_052,RAG,Issue Investigation,V1,1,1,1,1857.0
EVT_00711,2026-06-22 07:37:00,USER_075,RAG,Issue Investigation,V1,1,1,1,1713.0
EVT_00712,2026-06-06 14:35:00,USER_082,HYBRID,Supplier Diagnosis,V2,1,0,0,2506.0
EVT_00713,2026-06-13 07:24:00,USER_053,RAG,Issue Investigation,V2,1,1,0,1559.0
EVT_00714,2026-05-23 00:21:00,USER_019,SQL,KPI Lookup,V2,0,0,0,982.0
EVT_00715,2026-06-19 04:00:00,USER_086,RAG,Issue Investigation,V2,1,1,0,1256.0
EVT_00716,2026-06-26 22:52:00,USER_086,RAG,Issue Investigation,V1,1,1,0,2062.0
EVT_00717,2026-06-18 18:10:00,USER_037,RAG,Issue Investigation,V1,1,1,0,1725.0
EVT_00718,2026-05-01 06:02:00,USER_023,RAG,Issue Investigation,V1,1,1,0,1489.0
EVT_00719,2026-05-24 14:17:00,USER_001,HYBRID,Supplier Diagnosis,V2,1,1,0,2408.0
EVT_00720,2026-05-24 13:36:00,USER_068,RAG,Issue Investigation,V2,1,1,0,1975.0
EVT_00721,2026-06-18 12:16:00,USER_057,HYBRID,Supplier Diagnosis,V2,1,1,0,2550.0
EVT_00722,2026-06-10 05:11:00,USER_078,HYBRID,Supplier Diagnosis,V2,1,1,0,2016.0
EVT_00723,2026-06-13 02:33:00,USER_071,SQL,KPI Lookup,V2,1,1,0,1110.0
EVT_00724,2026-05-31 10:34:00,USER_070,SQL,KPI Lookup,V2,0,0,0,955.0
EVT_00725,2026-05-24 16:57:00,USER_078,RAG,Issue Investigation,V2,0,1,1,2193.0
EVT_00726,2026-05-08 07:37:00,USER_010,RAG,Issue Investigation,V1,1,1,0,1432.0
EVT_00727,2026-06-24 13:59:00,USER_049,RAG,Issue Investigation,V1,1,0,0,1266.0
EVT_00728,2026-05-30 12:52:00,USER_045,HYBRID,Supplier Diagnosis,V2,1,0,0,2448.0
EVT_00729,2026-05-22 07:12:00,USER_038,RAG,Issue Investigation,V2,1,1,0,2281.0
EVT_00730,2026-05-22 21:10:00,USER_005,SQL,KPI Lookup,V1,0,0,1,713.0
EVT_00731,2026-05-30 13:21:00,USER_048,HYBRID,Supplier Diagnosis,V1,1,1,0,2298.0
EVT_00732,2026-06-27 00:28:00,USER_005,HYBRID,Supplier Diagnosis,V1,1,1,0,2150.0
EVT_00733,2026-06-11 10:58:00,USER_046,SQL,KPI Lookup,V1,1,0,0,798.0
EVT_00734,2026-06-03 22:30:00,USER_046,HYBRID,Supplier Diagnosis,V2,0,0,1,2336.0
EVT_00735,2026-05-31 19:57:00,USER_084,RAG,Issue Investigation,V1,1,1,0,1592.0
EVT_00736,2026-05-15 05:18:00,USER_098,SQL,KPI Lookup,V1,1,1,0,375.0
EVT_00737,2026-05-17 21:47:00,USER_069,HYBRID,Supplier Diagnosis,V1,0,1,0,2333.0
EVT_00738,2026-05-09 10:40:00,USER_053,SQL,KPI Lookup,V2,1,1,0,1338.0
EVT_00739,2026-06-08 22:04:00,USER_071,SQL,KPI Lookup,V2,1,1,0,530.0
EVT_00740,2026-05-11 19:00:00,USER_032,HYBRID,Supplier Diagnosis,V2,1,1,0,2271.0
EVT_00741,2026-05-12 06:17:00,USER_026,SQL,KPI Lookup,V2,1,1,0,984.0
EVT_00742,2026-05-08 04:59:00,USER_074,HYBRID,Supplier Diagnosis,V2,0,0,0,2931.0
EVT_00743,2026-05-15 09:15:00,USER_017,RAG,Issue Investigation,V2,1,1,0,1953.0
EVT_00744,2026-06-20 06:30:00,USER_073,RAG,Issue Investigation,V1,0,1,0,1963.0
EVT_00745,2026-05-14 12:55:00,USER_021,SQL,KPI Lookup,V2,0,0,0,1173.0
EVT_00746,2026-05-03 11:37:00,USER_013,HYBRID,Supplier Diagnosis,V1,1,1,1,2151.0
EVT_00747,2026-06-12 22:04:00,USER_031,HYBRID,Supplier Diagnosis,V2,0,0,0,2396.0
EVT_00748,2026-06-04 09:22:00,USER_059,RAG,Issue Investigation,V2,1,1,0,2015.0
EVT_00749,2026-05-13 14:41:00,USER_010,RAG,Issue Investigation,V1,1,1,0,1686.0
EVT_00750,2026-05-24 01:17:00,USER_046,HYBRID,Supplier Diagnosis,V2,1,1,0,2764.0
EVT_00751,2026-06-03 14:50:00,USER_037,SQL,KPI Lookup,V1,1,1,0,314.0
EVT_00752,2026-06-19 03:06:00,USER_058,RAG,Issue Investigation,V2,0,1,0,1615.0
EVT_00753,2026-05-14 03:53:00,USER_079,RAG,Issue Investigation,V1,1,0,0,1518.0
EVT_00754,2026-06-25 14:52:00,USER_081,SQL,KPI Lookup,V2,1,1,0,1313.0
EVT_00755,2026-05-04 18:33:00,USER_039,HYBRID,Supplier Diagnosis,V2,0,0,1,1768.0
EVT_00756,2026-05-23 10:51:00,USER_042,SQL,KPI Lookup,V2,0,1,0,494.0
EVT_00757,2026-05-12 05:17:00,USER_066,SQL,KPI Lookup,V2,1,1,0,883.0
EVT_00758,2026-06-18 04:09:00,USER_046,SQL,KPI Lookup,V1,1,1,0,759.0
EVT_00759,2026-06-28 17:31:00,USER_050,RAG,Issue Investigation,V1,0,0,1,1753.0
EVT_00760,2026-05-21 12:29:00,USER_013,HYBRID,Supplier Diagnosis,V1,0,0,0,2234.0
EVT_00761,2026-06-27 11:15:00,USER_035,RAG,Issue Investigation,V1,1,1,0,1709.0
EVT_00762,2026-05-18 01:08:00,USER_009,SQL,KPI Lookup,V1,1,1,0,1111.0
EVT_00763,2026-06-24 05:34:00,USER_059,HYBRID,Supplier Diagnosis,V1,0,0,0,1969.0
EVT_00764,2026-05-06 08:11:00,USER_014,SQL,KPI Lookup,V1,1,1,0,494.0
EVT_00765,2026-06-26 21:17:00,USER_053,SQL,KPI Lookup,V2,1,1,0,903.0
EVT_00766,2026-06-29 19:19:00,USER_008,HYBRID,Supplier Diagnosis,V1,1,1,0,2319.0
EVT_00767,2026-06-21 05:26:00,USER_034,SQL,KPI Lookup,V2,0,1,0,910.0
EVT_00768,2026-06-01 03:40:00,USER_062,HYBRID,Supplier Diagnosis,V1,1,0,1,1917.0
EVT_00769,2026-05-30 04:32:00,USER_093,SQL,KPI Lookup,V2,0,0,1,440.0
EVT_00770,2026-05-24 10:43:00,USER_071,HYBRID,Supplier Diagnosis,V2,1,1,0,2987.0
EVT_00771,2026-05-03 04:36:00,USER_085,RAG,Issue Investigation,V2,0,1,0,1902.0
EVT_00772,2026-05-05 11:55:00,USER_085,RAG,Issue Investigation,V2,1,1,0,1988.0
EVT_00773,2026-06-21 02:36:00,USER_082,HYBRID,Supplier Diagnosis,V1,1,1,0,2029.0
EVT_00774,2026-05-21 14:58:00,USER_037,HYBRID,Supplier Diagnosis,V2,1,1,1,1899.0
EVT_00775,2026-06-22 08:14:00,USER_001,HYBRID,Supplier Diagnosis,V1,1,1,0,2344.0
EVT_00776,2026-06-29 07:16:00,USER_065,HYBRID,Supplier Diagnosis,V1,0,0,0,2177.0
EVT_00777,2026-05-11 12:58:00,USER_045,HYBRID,Supplier Diagnosis,V2,1,0,0,2133.0
EVT_00778,2026-06-07 18:18:00,USER_070,HYBRID,Supplier Diagnosis,V2,0,0,1,2808.0
EVT_00779,2026-05-07 17:13:00,USER_046,HYBRID,Supplier Diagnosis,V1,1,1,0,2251.0
EVT_00780,2026-05-17 03:14:00,USER_075,HYBRID,Supplier Diagnosis,V1,0,0,1,2645.0
EVT_00781,2026-05-22 19:38:00,USER_090,RAG,Issue Investigation,V2,0,0,1,1737.0
EVT_00782,2026-05-21 09:13:00,USER_062,HYBRID,Supplier Diagnosis,V2,1,0,0,2447.0
EVT_00783,2026-05-06 02:12:00,USER_078,HYBRID,Supplier Diagnosis,V2,1,1,0,2184.0
EVT_00784,2026-06-03 21:14:00,USER_002,RAG,Issue Investigation,V1,0,0,1,1382.0
EVT_00785,2026-06-17 22:37:00,USER_060,SQL,KPI Lookup,V2,0,0,0,1108.0
EVT_00786,2026-05-21 01:59:00,USER_022,HYBRID,Supplier Diagnosis,V1,1,1,0,2155.0
EVT_00787,2026-06-20 14:56:00,USER_089,RAG,Issue Investigation,V1,1,1,0,1580.0
EVT_00788,2026-05-12 01:01:00,USER_013,HYBRID,Supplier Diagnosis,V2,1,1,0,2428.0
EVT_00789,2026-05-17 06:03:00,USER_071,RAG,Issue Investigation,V2,1,0,0,1727.0
EVT_00790,2026-05-04 01:47:00,USER_015,SQL,KPI Lookup,V2,1,1,1,713.0
EVT_00791,2026-06-24 00:17:00,USER_079,SQL,KPI Lookup,V1,1,1,0,300.0
EVT_00792,2026-05-20 00:26:00,USER_002,HYBRID,Supplier Diagnosis,V2,1,1,0,2555.0
EVT_00793,2026-05-18 15:38:00,USER_016,RAG,Issue Investigation,V1,1,1,0,2113.0
EVT_00794,2026-05-10 06:20:00,USER_066,SQL,KPI Lookup,V1,0,0,0,1066.0
EVT_00795,2026-06-28 04:39:00,USER_077,HYBRID,Supplier Diagnosis,V2,0,1,0,2168.0
EVT_00796,2026-06-08 19:39:00,USER_019,HYBRID,Supplier Diagnosis,V2,1,1,0,2208.0
EVT_00797,2026-06-25 19:41:00,USER_003,HYBRID,Supplier Diagnosis,V2,1,1,0,2642.0
EVT_00798,2026-05-05 16:44:00,USER_094,HYBRID,Supplier Diagnosis,V2,0,0,0,2126.0
EVT_00799,2026-06-06 04:58:00,USER_082,HYBRID,Supplier Diagnosis,V2,0,0,0,2286.0
EVT_00800,2026-05-27 08:04:00,USER_009,RAG,Issue Investigation,V1,0,0,0,1604.0
EVT_00801,2026-06-15 04:38:00,USER_008,HYBRID,Supplier Diagnosis,V2,1,1,0,2813.0
EVT_00802,2026-05-22 02:01:00,USER_028,RAG,Issue Investigation,V1,1,0,0,1717.0
EVT_00803,2026-06-01 12:45:00,USER_024,RAG,Issue Investigation,V2,1,1,0,2265.0
EVT_00804,2026-05-16 20:15:00,USER_012,SQL,KPI Lookup,V2,1,1,0,574.0
EVT_00805,2026-05-29 20:19:00,USER_014,RAG,Issue Investigation,V1,0,0,1,1934.0
EVT_00806,2026-06-23 01:21:00,USER_051,HYBRID,Supplier Diagnosis,V2,1,1,0,1861.0
EVT_00807,2026-06-16 20:50:00,USER_087,RAG,Issue Investigation,V1,0,0,0,1626.0
EVT_00808,2026-06-27 21:39:00,USER_023,RAG,Issue Investigation,V2,1,1,0,1525.0
EVT_00809,2026-05-06 23:49:00,USER_064,RAG,Issue Investigation,V1,1,1,0,2053.0
EVT_00810,2026-05-24 23:26:00,USER_024,HYBRID,Supplier Diagnosis,V1,1,1,0,2344.0
EVT_00811,2026-05-02 15:06:00,USER_045,SQL,KPI Lookup,V2,1,1,0,942.0
EVT_00812,2026-06-01 01:45:00,USER_076,RAG,Issue Investigation,V2,0,0,1,1596.0
EVT_00813,2026-06-11 09:23:00,USER_009,HYBRID,Supplier Diagnosis,V1,0,0,0,1964.0
EVT_00814,2026-05-09 06:57:00,USER_071,SQL,KPI Lookup,V2,1,1,0,602.0
EVT_00815,2026-06-02 18:20:00,USER_023,RAG,Issue Investigation,V2,0,0,0,1499.0
EVT_00816,2026-05-01 23:13:00,USER_027,RAG,Issue Investigation,V2,1,0,0,1511.0
EVT_00817,2026-06-17 10:59:00,USER_034,RAG,Issue Investigation,V2,1,1,1,1439.0
EVT_00818,2026-06-07 14:58:00,USER_050,RAG,Issue Investigation,V1,1,1,0,1154.0
EVT_00819,2026-05-06 18:25:00,USER_060,RAG,Issue Investigation,V1,1,1,0,1675.0
EVT_00820,2026-05-03 16:36:00,USER_090,SQL,KPI Lookup,V1,1,1,0,682.0
EVT_00821,2026-06-03 07:46:00,USER_049,HYBRID,Supplier Diagnosis,V1,1,1,0,2126.0
EVT_00822,2026-06-10 04:04:00,USER_013,HYBRID,Supplier Diagnosis,V2,1,1,0,2583.0
EVT_00823,2026-06-02 08:53:00,USER_066,SQL,KPI Lookup,V2,0,0,1,391.0
EVT_00824,2026-05-30 19:41:00,USER_081,SQL,KPI Lookup,V1,0,0,1,469.0
EVT_00825,2026-05-27 08:58:00,USER_064,HYBRID,Supplier Diagnosis,V1,1,1,0,2545.0
EVT_00826,2026-05-26 20:33:00,USER_100,HYBRID,Supplier Diagnosis,V2,1,1,0,2199.0
EVT_00827,2026-06-27 18:27:00,USER_010,HYBRID,Supplier Diagnosis,V2,1,1,0,2243.0
EVT_00828,2026-06-05 07:51:00,USER_077,SQL,KPI Lookup,V2,0,0,1,512.0
EVT_00829,2026-06-22 21:43:00,USER_011,HYBRID,Supplier Diagnosis,V2,1,1,0,2321.0
EVT_00830,2026-06-14 07:40:00,USER_077,RAG,Issue Investigation,V2,1,1,0,1594.0
EVT_00831,2026-05-27 10:19:00,USER_075,HYBRID,Supplier Diagnosis,V1,0,0,1,2023.0
EVT_00832,2026-05-02 10:16:00,USER_095,RAG,Issue Investigation,V2,0,0,1,1699.0
EVT_00833,2026-05-25 00:35:00,USER_052,SQL,KPI Lookup,V2,1,1,0,952.0
EVT_00834,2026-05-14 15:04:00,USER_076,SQL,KPI Lookup,V2,1,1,0,1039.0
EVT_00835,2026-06-06 01:22:00,USER_010,RAG,Issue Investigation,V2,1,1,1,1707.0
EVT_00836,2026-05-02 08:57:00,USER_076,SQL,KPI Lookup,V2,0,0,0,822.0
EVT_00837,2026-05-09 01:12:00,USER_011,RAG,Issue Investigation,V1,1,1,1,1711.0
EVT_00838,2026-06-27 10:40:00,USER_036,RAG,Issue Investigation,V2,1,1,0,1993.0
EVT_00839,2026-05-15 02:03:00,USER_083,SQL,KPI Lookup,V1,0,0,0,1213.0
EVT_00840,2026-06-10 13:41:00,USER_017,SQL,KPI Lookup,V1,1,0,1,300.0
EVT_00841,2026-06-03 17:29:00,USER_078,HYBRID,Supplier Diagnosis,V1,1,1,0,2324.0
EVT_00842,2026-05-16 05:44:00,USER_026,RAG,Issue Investigation,V1,1,1,0,1674.0
EVT_00843,2026-06-04 05:55:00,USER_006,RAG,Issue Investigation,V1,0,0,1,1378.0
EVT_00844,2026-06-22 00:54:00,USER_009,SQL,KPI Lookup,V1,1,1,0,846.0
EVT_00845,2026-06-18 13:52:00,USER_023,RAG,Issue Investigation,V2,1,1,0,1997.0
EVT_00846,2026-06-18 01:46:00,USER_049,HYBRID,Supplier Diagnosis,V2,1,0,0,2459.0
EVT_00847,2026-05-29 22:09:00,USER_092,RAG,Issue Investigation,V2,1,1,0,1662.0
EVT_00848,2026-05-06 23:08:00,USER_014,HYBRID,Supplier Diagnosis,V2,1,1,0,2796.0
EVT_00849,2026-05-20 02:33:00,USER_091,HYBRID,Supplier Diagnosis,V1,1,0,0,2041.0
EVT_00850,2026-05-28 18:17:00,USER_078,RAG,Issue Investigation,V1,0,0,1,1957.0
EVT_00851,2026-06-24 11:18:00,USER_093,HYBRID,Supplier Diagnosis,V1,1,1,0,2229.0
EVT_00852,2026-06-11 20:19:00,USER_032,RAG,Issue Investigation,V1,1,1,0,1686.0
EVT_00853,2026-05-13 12:13:00,USER_058,HYBRID,Supplier Diagnosis,V2,0,0,0,2885.0
EVT_00854,2026-06-14 18:03:00,USER_099,HYBRID,Supplier Diagnosis,V2,1,1,0,2796.0
EVT_00855,2026-05-29 02:48:00,USER_004,HYBRID,Supplier Diagnosis,V2,1,1,0,2311.0
EVT_00856,2026-06-26 01:48:00,USER_049,HYBRID,Supplier Diagnosis,V2,1,0,0,2757.0
EVT_00857,2026-06-03 21:22:00,USER_034,HYBRID,Supplier Diagnosis,V1,1,1,0,2411.0
EVT_00858,2026-06-09 19:13:00,USER_094,SQL,KPI Lookup,V1,1,0,0,872.0
EVT_00859,2026-06-01 03:07:00,USER_093,HYBRID,Supplier Diagnosis,V2,1,1,0,2558.0
EVT_00860,2026-05-18 22:12:00,USER_059,RAG,Issue Investigation,V2,1,1,0,1721.0
EVT_00861,2026-06-22 16:22:00,USER_026,HYBRID,Supplier Diagnosis,V2,1,1,0,2200.0
EVT_00862,2026-06-17 21:40:00,USER_072,RAG,Issue Investigation,V1,0,0,0,1546.0
EVT_00863,2026-05-16 08:50:00,USER_067,RAG,Issue Investigation,V2,1,1,0,2061.0
EVT_00864,2026-05-03 16:10:00,USER_013,SQL,KPI Lookup,V2,1,0,0,889.0
