incident_id,supplier_id,incident_date,severity,incident_type,description,resolution
INC00370,SUP026,2025-07-19,Critical,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by material availability constraints.",Supplier committed to weekly status updates and a corrective action plan.
INC00371,SUP026,2025-08-02,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by material availability constraints.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00372,SUP026,2025-10-27,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by material availability constraints.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00373,SUP026,2025-11-27,Medium,Delivery Delay,"Repeated delivery delays were observed, with material availability constraints cited as a contributing factor.",Additional staffing and management oversight were introduced.
INC00374,SUP026,2025-11-03,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported material availability constraints.,Additional staffing and management oversight were introduced.
INC00375,SUP026,2025-11-16,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside material availability constraints.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00376,SUP026,2025-11-10,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and material availability constraints.,Supplier committed to weekly status updates and a corrective action plan.
INC00377,SUP026,2025-11-22,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside material availability constraints.,Additional staffing and management oversight were introduced.
INC00378,SUP026,2025-12-18,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to material availability constraints.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00379,SUP026,2025-12-21,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported material availability constraints.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00380,SUP026,2026-01-13,High,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside material availability constraints.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00381,SUP026,2026-01-21,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and material availability constraints.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00382,SUP026,2026-02-24,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside material availability constraints.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00383,SUP026,2026-02-04,Low,Delivery Delay,"Repeated delivery delays were observed, with material availability constraints cited as a contributing factor.",Supplier committed to weekly status updates and a corrective action plan.
INC00384,SUP026,2026-03-26,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside material availability constraints.,Supplier committed to weekly status updates and a corrective action plan.
INC00385,SUP026,2026-03-13,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported material availability constraints.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00386,SUP026,2026-04-11,Critical,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was material availability constraints.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00387,SUP026,2026-04-01,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was material availability constraints.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00388,SUP026,2026-05-04,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported material availability constraints.,Supplier committed to weekly status updates and a corrective action plan.
INC00389,SUP026,2026-05-06,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside material availability constraints.,Additional staffing and management oversight were introduced.
INC00390,SUP026,2026-06-07,High,Delivery Delay,"Repeated delivery delays were observed, with material availability constraints cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00391,SUP026,2026-06-02,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was material availability constraints.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00392,SUP027,2025-06-17,Critical,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00393,SUP027,2026-01-07,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and quality-control process gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00394,SUP027,2026-01-03,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00395,SUP027,2026-04-19,Medium,Delivery Delay,"Repeated delivery delays were observed, with quality-control process gaps cited as a contributing factor.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00396,SUP027,2026-04-21,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",Supplier committed to weekly status updates and a corrective action plan.
INC00397,SUP028,2025-02-20,Low,Delivery Delay,"Repeated delivery delays were observed, with logistics network disruption cited as a contributing factor.",Additional staffing and management oversight were introduced.
INC00398,SUP028,2025-02-25,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported logistics network disruption.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00399,SUP028,2025-02-12,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to logistics network disruption.,Additional staffing and management oversight were introduced.
INC00400,SUP028,2025-05-06,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was logistics network disruption.,Additional staffing and management oversight were introduced.
INC00401,SUP028,2025-06-01,Critical,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",Additional staffing and management oversight were introduced.
INC00402,SUP028,2025-07-07,Critical,System/Integration Issue,Operational processing was delayed by system/integration problems and logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC00403,SUP028,2025-07-18,Medium,Delivery Delay,"Repeated delivery delays were observed, with logistics network disruption cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00404,SUP028,2025-07-08,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported logistics network disruption.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00405,SUP028,2025-07-02,Low,Delivery Delay,"Repeated delivery delays were observed, with logistics network disruption cited as a contributing factor.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00406,SUP028,2025-07-25,High,System/Integration Issue,Operational processing was delayed by system/integration problems and logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC00407,SUP028,2025-08-11,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to logistics network disruption.,Additional staffing and management oversight were introduced.
INC00408,SUP028,2025-08-17,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported logistics network disruption.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00409,SUP028,2025-08-21,Medium,Delivery Delay,"Repeated delivery delays were observed, with logistics network disruption cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00410,SUP028,2025-09-22,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC00411,SUP028,2025-10-12,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",Additional staffing and management oversight were introduced.
INC00412,SUP028,2025-10-10,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was logistics network disruption.,Additional staffing and management oversight were introduced.
INC00413,SUP028,2025-10-14,Critical,Quality Defect,Quality defects increased during the period. Review notes linked the issue to logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC00414,SUP028,2025-10-02,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and logistics network disruption.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00415,SUP028,2025-11-08,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC00416,SUP028,2025-12-07,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported logistics network disruption.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00417,SUP028,2026-01-08,Critical,Quality Defect,Quality defects increased during the period. Review notes linked the issue to logistics network disruption.,Additional staffing and management oversight were introduced.
INC00418,SUP028,2026-01-17,High,System/Integration Issue,Operational processing was delayed by system/integration problems and logistics network disruption.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00419,SUP028,2026-01-12,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC00420,SUP028,2026-02-19,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was logistics network disruption.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00421,SUP028,2026-02-27,High,Delivery Delay,"Repeated delivery delays were observed, with logistics network disruption cited as a contributing factor.",Additional staffing and management oversight were introduced.
INC00422,SUP028,2026-03-03,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC00423,SUP028,2026-03-20,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",Additional staffing and management oversight were introduced.
INC00424,SUP028,2026-03-18,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside logistics network disruption.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00425,SUP028,2026-04-06,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside logistics network disruption.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00426,SUP028,2026-04-07,Critical,Delivery Delay,"Repeated delivery delays were observed, with logistics network disruption cited as a contributing factor.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00427,SUP028,2026-05-19,High,Quality Defect,Quality defects increased during the period. Review notes linked the issue to logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC00428,SUP029,2025-01-23,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported system integration delays.,Additional staffing and management oversight were introduced.
INC00429,SUP029,2025-03-27,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was system integration delays.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00430,SUP029,2025-03-26,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to system integration delays.,Supplier committed to weekly status updates and a corrective action plan.
INC00431,SUP029,2025-03-21,Low,Delivery Delay,"Repeated delivery delays were observed, with system integration delays cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00432,SUP029,2025-03-23,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by system integration delays.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00433,SUP029,2025-04-04,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside system integration delays.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00434,SUP029,2025-04-27,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported system integration delays.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00435,SUP029,2025-04-26,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was system integration delays.,Additional staffing and management oversight were introduced.
INC00436,SUP029,2025-05-11,High,Quality Defect,Quality defects increased during the period. Review notes linked the issue to system integration delays.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00437,SUP029,2025-06-27,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and system integration delays.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00438,SUP029,2025-06-08,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was system integration delays.,Supplier committed to weekly status updates and a corrective action plan.
INC00439,SUP029,2025-07-25,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside system integration delays.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00440,SUP029,2025-08-19,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported system integration delays.,Additional staffing and management oversight were introduced.
INC00441,SUP029,2026-02-10,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and system integration delays.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00442,SUP029,2026-04-25,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported system integration delays.,Additional staffing and management oversight were introduced.
INC00443,SUP030,2025-02-26,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to forecasting and planning gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00444,SUP030,2025-02-04,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported forecasting and planning gaps.,Additional staffing and management oversight were introduced.
INC00445,SUP030,2025-03-01,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by forecasting and planning gaps.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00446,SUP030,2025-04-20,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and forecasting and planning gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00447,SUP030,2025-06-12,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to forecasting and planning gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00448,SUP030,2025-07-21,High,System/Integration Issue,Operational processing was delayed by system/integration problems and forecasting and planning gaps.,Additional staffing and management oversight were introduced.
INC00449,SUP030,2025-07-22,High,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside forecasting and planning gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00450,SUP030,2025-09-14,High,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside forecasting and planning gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00451,SUP030,2025-10-22,High,Delivery Delay,"Repeated delivery delays were observed, with forecasting and planning gaps cited as a contributing factor.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00452,SUP030,2025-10-09,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported forecasting and planning gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00453,SUP030,2025-10-06,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was forecasting and planning gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00454,SUP030,2025-11-10,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was forecasting and planning gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00455,SUP030,2025-11-02,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported forecasting and planning gaps.,Additional staffing and management oversight were introduced.
INC00456,SUP030,2025-11-25,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was forecasting and planning gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00457,SUP030,2025-11-06,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported forecasting and planning gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00458,SUP030,2025-12-16,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to forecasting and planning gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00459,SUP030,2026-01-02,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was forecasting and planning gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00460,SUP030,2026-01-15,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to forecasting and planning gaps.,Additional staffing and management oversight were introduced.
INC00461,SUP030,2026-01-17,Critical,System/Integration Issue,Operational processing was delayed by system/integration problems and forecasting and planning gaps.,Additional staffing and management oversight were introduced.
INC00462,SUP030,2026-02-18,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was forecasting and planning gaps.,Additional staffing and management oversight were introduced.
INC00463,SUP030,2026-02-15,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by forecasting and planning gaps.",Additional staffing and management oversight were introduced.
INC00464,SUP030,2026-02-15,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to forecasting and planning gaps.,Additional staffing and management oversight were introduced.
INC00465,SUP030,2026-02-20,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was forecasting and planning gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00466,SUP030,2026-03-27,Low,Delivery Delay,"Repeated delivery delays were observed, with forecasting and planning gaps cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00467,SUP030,2026-04-16,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside forecasting and planning gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00468,SUP030,2026-04-27,High,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside forecasting and planning gaps.,Additional staffing and management oversight were introduced.
INC00469,SUP030,2026-04-22,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by forecasting and planning gaps.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00470,SUP030,2026-05-22,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside forecasting and planning gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00471,SUP030,2026-06-24,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was forecasting and planning gaps.,Additional staffing and management oversight were introduced.
INC00472,SUP030,2026-06-25,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was forecasting and planning gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00473,SUP031,2025-07-08,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by warehouse staffing shortage.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00474,SUP031,2025-08-07,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to warehouse staffing shortage.,Supplier committed to weekly status updates and a corrective action plan.
INC00475,SUP031,2025-09-04,Low,Delivery Delay,"Repeated delivery delays were observed, with warehouse staffing shortage cited as a contributing factor.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00476,SUP031,2025-12-18,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside warehouse staffing shortage.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00477,SUP031,2025-12-18,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported warehouse staffing shortage.,Supplier committed to weekly status updates and a corrective action plan.
INC00478,SUP031,2026-01-25,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was warehouse staffing shortage.,Additional staffing and management oversight were introduced.
INC00479,SUP031,2026-02-04,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and warehouse staffing shortage.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00480,SUP031,2026-02-01,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported warehouse staffing shortage.,Supplier committed to weekly status updates and a corrective action plan.
INC00481,SUP031,2026-03-06,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by warehouse staffing shortage.",Additional staffing and management oversight were introduced.
INC00482,SUP031,2026-04-13,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by warehouse staffing shortage.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00483,SUP031,2026-04-04,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by warehouse staffing shortage.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00484,SUP031,2026-04-12,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported warehouse staffing shortage.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00485,SUP031,2026-05-04,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and warehouse staffing shortage.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00486,SUP031,2026-06-21,Medium,Delivery Delay,"Repeated delivery delays were observed, with warehouse staffing shortage cited as a contributing factor.",Additional staffing and management oversight were introduced.
INC00487,SUP032,2025-05-07,High,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00488,SUP032,2025-06-01,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to logistics network disruption.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00489,SUP032,2026-02-20,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",Supplier committed to weekly status updates and a corrective action plan.
INC00490,SUP032,2026-05-18,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to logistics network disruption.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00491,SUP033,2025-01-10,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by forecasting and planning gaps.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00492,SUP033,2025-01-08,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by forecasting and planning gaps.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00493,SUP033,2025-01-13,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported forecasting and planning gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00494,SUP033,2025-02-03,High,System/Integration Issue,Operational processing was delayed by system/integration problems and forecasting and planning gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00495,SUP033,2025-02-02,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported forecasting and planning gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00496,SUP033,2025-03-27,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by forecasting and planning gaps.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00497,SUP033,2025-03-15,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported forecasting and planning gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00498,SUP033,2025-04-11,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported forecasting and planning gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00499,SUP033,2025-04-07,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was forecasting and planning gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00500,SUP033,2025-05-07,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by forecasting and planning gaps.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00501,SUP033,2025-05-05,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by forecasting and planning gaps.",Supplier committed to weekly status updates and a corrective action plan.
INC00502,SUP033,2025-07-24,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by forecasting and planning gaps.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00503,SUP033,2025-07-27,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and forecasting and planning gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00504,SUP033,2025-10-15,High,Quality Defect,Quality defects increased during the period. Review notes linked the issue to forecasting and planning gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00505,SUP033,2025-11-25,Medium,Delivery Delay,"Repeated delivery delays were observed, with forecasting and planning gaps cited as a contributing factor.",Supplier committed to weekly status updates and a corrective action plan.
INC00506,SUP033,2025-12-05,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to forecasting and planning gaps.,Additional staffing and management oversight were introduced.
INC00507,SUP033,2026-02-10,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was forecasting and planning gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00508,SUP033,2026-04-07,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was forecasting and planning gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00509,SUP033,2026-05-03,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was forecasting and planning gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00510,SUP033,2026-06-08,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and forecasting and planning gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00511,SUP034,2025-01-10,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00512,SUP034,2025-01-06,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00513,SUP034,2025-01-01,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was logistics network disruption.,Additional staffing and management oversight were introduced.
INC00514,SUP034,2025-02-21,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",Additional staffing and management oversight were introduced.
INC00515,SUP034,2025-02-21,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00516,SUP034,2025-03-15,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported logistics network disruption.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00517,SUP034,2025-03-27,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported logistics network disruption.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00518,SUP034,2025-04-02,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and logistics network disruption.,Additional staffing and management oversight were introduced.
INC00519,SUP034,2025-04-17,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was logistics network disruption.,Additional staffing and management oversight were introduced.
INC00520,SUP034,2025-04-16,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported logistics network disruption.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00521,SUP034,2025-05-16,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was logistics network disruption.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00522,SUP034,2025-05-09,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside logistics network disruption.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00523,SUP034,2025-09-26,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC00524,SUP034,2025-09-08,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported logistics network disruption.,Additional staffing and management oversight were introduced.
INC00525,SUP034,2025-09-20,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and logistics network disruption.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00526,SUP034,2026-01-01,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside logistics network disruption.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00527,SUP034,2026-02-11,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC00528,SUP034,2026-02-27,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00529,SUP034,2026-03-13,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to logistics network disruption.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00530,SUP034,2026-05-12,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC00531,SUP035,2025-01-18,Medium,Delivery Delay,"Repeated delivery delays were observed, with warehouse staffing shortage cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00532,SUP035,2025-01-10,Medium,Delivery Delay,"Repeated delivery delays were observed, with warehouse staffing shortage cited as a contributing factor.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00533,SUP035,2025-01-25,Critical,Delivery Delay,"Repeated delivery delays were observed, with warehouse staffing shortage cited as a contributing factor.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00534,SUP035,2025-01-17,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was warehouse staffing shortage.,The issue was escalated to supplier leadership with a 30-day remediation target.
