invoice_id,supplier_id,invoice_date,invoice_amount,approved_amount,payment_delay_days,invoice_error_flag
INV000907,SUP006,2025-03-17,71038.14,71038.14,5,0
INV000908,SUP006,2025-03-10,84070.09,84070.09,1,0
INV000909,SUP006,2025-03-25,58310.87,58310.87,0,0
INV000910,SUP006,2025-03-22,86347.77,86347.77,0,0
INV000911,SUP006,2025-04-22,52084.4,52084.4,7,0
INV000912,SUP006,2025-04-09,58371.47,58371.47,4,0
INV000913,SUP006,2025-04-06,67359.59,67359.59,0,0
INV000914,SUP006,2025-04-01,34173.67,34173.67,9,0
INV000915,SUP006,2025-04-16,52584.87,52584.87,0,0
INV000916,SUP006,2025-04-22,33908.62,33908.62,0,0
INV000917,SUP006,2025-04-19,69917.43,69917.43,1,0
INV000918,SUP006,2025-04-22,39837.93,39837.93,0,0
INV000919,SUP006,2025-04-19,51054.92,51054.92,6,0
INV000920,SUP006,2025-04-08,18671.56,18671.56,0,0
INV000921,SUP006,2025-04-01,52100.38,52100.38,2,0
INV000922,SUP006,2025-05-19,111430.61,111430.61,1,0
INV000923,SUP006,2025-05-02,46536.26,46536.26,1,0
INV000924,SUP006,2025-05-18,38203.34,38203.34,4,0
INV000925,SUP006,2025-05-24,40778.22,40778.22,4,0
INV000926,SUP006,2025-05-26,52410.46,52410.46,2,0
INV000927,SUP006,2025-05-24,117064.35,117064.35,3,0
INV000928,SUP006,2025-05-05,48162.63,48162.63,6,0
INV000929,SUP006,2025-05-19,44643.82,44643.82,3,0
INV000930,SUP006,2025-05-25,28173.83,28173.83,0,0
INV000931,SUP006,2025-05-18,61655.66,61655.66,1,0
INV000932,SUP006,2025-05-09,50668.82,50668.82,6,0
INV000933,SUP006,2025-06-10,53031.88,53031.88,1,0
INV000934,SUP006,2025-06-16,67900.3,67900.3,4,0
INV000935,SUP006,2025-06-20,107246.97,107246.97,0,0
INV000936,SUP006,2025-06-07,65468.2,65468.2,10,0
INV000937,SUP006,2025-06-15,78786.83,78786.83,0,0
INV000938,SUP006,2025-06-17,66680.71,66680.71,5,0
INV000939,SUP006,2025-06-10,90270.13,90270.13,6,0
INV000940,SUP006,2025-06-22,77981.21,77981.21,10,0
INV000941,SUP006,2025-06-12,34869.5,34869.5,0,0
INV000942,SUP006,2025-06-14,48435.81,48435.81,0,0
INV000943,SUP006,2025-06-13,64576.93,64576.93,0,0
INV000944,SUP006,2025-06-01,113740.61,113740.61,0,0
INV000945,SUP006,2025-06-22,89488.19,89488.19,3,0
INV000946,SUP006,2025-07-13,45493.9,45493.9,8,0
INV000947,SUP006,2025-07-05,28255.3,28255.3,0,0
INV000948,SUP006,2025-07-23,46075.77,46075.77,0,0
INV000949,SUP006,2025-07-13,53984.31,53984.31,4,0
INV000950,SUP006,2025-07-08,30041.16,30041.16,3,0
INV000951,SUP006,2025-07-01,38878.67,38878.67,6,0
INV000952,SUP006,2025-07-15,84216.56,84216.56,7,0
INV000953,SUP006,2025-07-07,151734.89,151734.89,6,0
INV000954,SUP006,2025-07-07,39250.37,39250.37,0,0
INV000955,SUP006,2025-07-18,57226.41,57226.41,2,0
INV000956,SUP006,2025-07-09,25884.69,25884.69,5,0
INV000957,SUP006,2025-07-11,77907.04,77907.04,5,0
INV000958,SUP006,2025-07-19,59424.41,59424.41,6,0
INV000959,SUP006,2025-07-08,131912.33,131912.33,3,0
INV000960,SUP006,2025-07-27,63986.91,63986.91,4,0
INV000961,SUP006,2025-07-01,39107.07,39107.07,0,0
INV000962,SUP006,2025-07-06,41726.94,41726.94,5,0
INV000963,SUP006,2025-08-25,72113.32,72113.32,0,0
INV000964,SUP006,2025-08-16,57946.8,57946.8,4,0
INV000965,SUP006,2025-08-24,99734.3,99734.3,0,0
INV000966,SUP006,2025-08-20,42980.45,42980.45,0,0
INV000967,SUP006,2025-08-03,67747.78,67747.78,10,0
INV000968,SUP006,2025-08-15,143436.49,143436.49,7,0
INV000969,SUP006,2025-08-23,51689.83,51689.83,1,0
INV000970,SUP006,2025-08-24,45791.37,45791.37,4,0
INV000971,SUP006,2025-08-01,38641.95,38641.95,0,0
INV000972,SUP006,2025-09-14,45123.15,45123.15,0,0
INV000973,SUP006,2025-09-07,81598.2,81598.2,4,0
INV000974,SUP006,2025-09-26,132278.3,132278.3,9,0
INV000975,SUP006,2025-09-05,54028.94,54028.94,6,0
INV000976,SUP006,2025-09-14,39329.11,39329.11,0,0
INV000977,SUP006,2025-09-07,90238.74,90238.74,2,0
INV000978,SUP006,2025-09-26,118492.36,118492.36,3,0
INV000979,SUP006,2025-09-13,54391.48,54391.48,6,0
INV000980,SUP006,2025-09-04,73635.37,71939.02,6,1
INV000981,SUP006,2025-09-06,34079.15,34079.15,6,0
INV000982,SUP006,2025-09-02,46212.8,46212.8,7,0
INV000983,SUP006,2025-09-21,157816.13,157816.13,0,0
INV000984,SUP006,2025-10-10,76758.44,76758.44,4,0
INV000985,SUP006,2025-10-10,42142.49,42142.49,3,0
INV000986,SUP006,2025-10-04,72144.62,72144.62,8,0
INV000987,SUP006,2025-10-10,72574.28,72574.28,0,0
INV000988,SUP006,2025-10-20,60052.84,60052.84,8,0
INV000989,SUP006,2025-10-23,56699.96,56699.96,0,0
INV000990,SUP006,2025-10-06,56345.44,56345.44,7,0
INV000991,SUP006,2025-10-03,40250.55,40250.55,0,0
INV000992,SUP006,2025-10-21,54297.97,54297.97,7,0
INV000993,SUP006,2025-10-22,65388.13,65388.13,4,0
INV000994,SUP006,2025-10-03,69620.75,69620.75,7,0
INV000995,SUP006,2025-10-07,84043.59,84043.59,0,0
INV000996,SUP006,2025-11-21,101032.06,101032.06,2,0
INV000997,SUP006,2025-11-10,67938.05,67938.05,0,0
INV000998,SUP006,2025-11-24,61801.89,61801.89,3,0
INV000999,SUP006,2025-11-06,79301.78,79301.78,0,0
INV001000,SUP006,2025-11-11,81446.51,81446.51,6,0
INV001001,SUP006,2025-11-05,68732.43,68732.43,3,0
INV001002,SUP006,2025-11-11,86297.48,86297.48,3,0
INV001003,SUP006,2025-11-16,45940.54,45940.54,3,0
INV001004,SUP006,2025-11-19,87097.5,87097.5,0,0
INV001005,SUP006,2025-12-22,29512.87,29512.87,2,0
INV001006,SUP006,2025-12-15,64976.98,64976.98,0,0
INV001007,SUP006,2025-12-06,51277.54,51277.54,0,0
INV001008,SUP006,2025-12-17,37509.52,37509.52,1,0
INV001009,SUP006,2025-12-13,79657.57,79657.57,0,0
INV001010,SUP006,2025-12-01,60746.8,60746.8,12,0
INV001011,SUP006,2025-12-24,83348.05,83348.05,2,0
INV001012,SUP006,2025-12-04,48088.41,48088.41,0,0
INV001013,SUP006,2025-12-01,77920.14,77920.14,2,0
INV001014,SUP006,2025-12-13,34435.37,34435.37,6,0
INV001015,SUP006,2025-12-23,65589.69,65589.69,8,0
INV001016,SUP006,2025-12-08,47912.37,47912.37,1,0
INV001017,SUP006,2025-12-25,35558.75,35558.75,0,0
INV001018,SUP006,2026-01-03,55231.43,55231.43,0,0
INV001019,SUP006,2026-01-27,163003.49,163003.49,0,0
INV001020,SUP006,2026-01-07,111836.74,111836.74,0,0
INV001021,SUP006,2026-01-24,57238.17,57238.17,2,0
INV001022,SUP006,2026-01-03,32746.62,32746.62,7,0
INV001023,SUP006,2026-01-10,72738.16,72738.16,0,0
INV001024,SUP006,2026-01-23,35771.56,35771.56,3,0
INV001025,SUP006,2026-01-24,100815.49,100815.49,4,0
INV001026,SUP006,2026-01-16,48559.31,48559.31,4,0
INV001027,SUP006,2026-01-02,50201.75,50201.75,0,0
INV001028,SUP006,2026-01-08,36982.13,36982.13,6,0
INV001029,SUP006,2026-01-13,56374.27,56374.27,1,0
INV001030,SUP006,2026-02-01,109334.27,109334.27,0,0
INV001031,SUP006,2026-02-25,38966.17,38966.17,8,0
INV001032,SUP006,2026-02-27,61107.78,61107.78,6,0
INV001033,SUP006,2026-02-27,64961.28,64961.28,3,0
INV001034,SUP006,2026-02-14,44613.81,44613.81,0,0
INV001035,SUP006,2026-02-23,64783.7,63751.52,8,1
INV001036,SUP006,2026-02-02,115016.61,115016.61,0,0
INV001037,SUP006,2026-02-11,92351.48,92351.48,9,0
INV001038,SUP006,2026-02-10,24735.77,24735.77,5,0
INV001039,SUP006,2026-02-23,106719.17,106719.17,6,0
INV001040,SUP006,2026-03-02,42528.75,42528.75,0,0
INV001041,SUP006,2026-03-01,78403.3,78403.3,2,0
INV001042,SUP006,2026-03-12,24021.94,24021.94,0,0
INV001043,SUP006,2026-03-12,100188.02,100188.02,4,0
INV001044,SUP006,2026-03-23,75405.39,75405.39,11,0
INV001045,SUP006,2026-03-11,57013.42,57013.42,0,0
INV001046,SUP006,2026-03-02,45224.95,45224.95,0,0
INV001047,SUP006,2026-03-08,42071.97,42071.97,6,0
INV001048,SUP006,2026-03-27,54174.42,54174.42,0,0
INV001049,SUP006,2026-03-16,62722.89,62722.89,2,0
INV001050,SUP006,2026-03-19,69803.63,69803.63,7,0
INV001051,SUP006,2026-03-13,55330.61,55330.61,4,0
INV001052,SUP006,2026-04-24,43876.07,43876.07,5,0
INV001053,SUP006,2026-04-10,64791.46,64791.46,6,0
INV001054,SUP006,2026-04-24,88616.8,88616.8,7,0
INV001055,SUP006,2026-04-18,76112.7,76112.7,7,0
INV001056,SUP006,2026-04-04,56393.2,56393.2,2,0
INV001057,SUP006,2026-04-04,85077.47,85077.47,0,0
INV001058,SUP006,2026-04-14,72925.0,72925.0,5,0
INV001059,SUP006,2026-04-05,101742.42,101742.42,0,0
INV001060,SUP006,2026-04-23,65568.19,65568.19,5,0
INV001061,SUP006,2026-04-09,62959.0,62959.0,2,0
INV001062,SUP006,2026-04-07,113088.04,113088.04,3,0
INV001063,SUP006,2026-04-02,31877.37,31877.37,7,0
INV001064,SUP006,2026-04-06,21826.79,21826.79,2,0
INV001065,SUP006,2026-04-16,82602.01,82602.01,2,0
INV001066,SUP006,2026-05-16,66271.77,66271.77,6,0
INV001067,SUP006,2026-05-05,98563.29,98563.29,9,0
INV001068,SUP006,2026-05-21,150923.75,150923.75,5,0
INV001069,SUP006,2026-05-04,88348.15,88348.15,2,0
INV001070,SUP006,2026-05-22,59424.8,59424.8,4,0
INV001071,SUP006,2026-05-03,148522.8,148522.8,0,0
INV001072,SUP006,2026-05-27,35069.71,35069.71,4,0
INV001073,SUP006,2026-05-19,73295.25,73295.25,0,0
INV001074,SUP006,2026-05-07,80361.72,80361.72,0,0
INV001075,SUP006,2026-05-13,95089.07,95089.07,0,0
INV001076,SUP006,2026-05-10,37513.54,37513.54,9,0
INV001077,SUP006,2026-05-27,57600.48,57600.48,3,0
INV001078,SUP006,2026-05-26,76571.13,76571.13,0,0
INV001079,SUP006,2026-05-18,71933.24,71933.24,12,0
INV001080,SUP006,2026-05-23,46446.18,46446.18,7,0
INV001081,SUP006,2026-05-25,22941.09,22941.09,1,0
INV001082,SUP006,2026-06-20,62379.32,62379.32,4,0
INV001083,SUP006,2026-06-18,93052.13,91838.9,2,1
INV001084,SUP006,2026-06-26,96681.31,96681.31,0,0
INV001085,SUP006,2026-06-15,70655.31,70655.31,7,0
INV001086,SUP006,2026-06-25,44981.82,44981.82,1,0
INV001087,SUP007,2025-01-04,137119.59,135044.34,8,1
INV001088,SUP007,2025-01-16,111273.08,111273.08,5,0
INV001089,SUP007,2025-01-13,106245.27,106245.27,12,0
INV001090,SUP007,2025-01-19,364177.18,364177.18,5,0
INV001091,SUP007,2025-01-07,155437.39,155437.39,0,0
INV001092,SUP007,2025-01-02,127800.66,127800.66,5,0
INV001093,SUP007,2025-01-14,127740.25,127740.25,5,0
INV001094,SUP007,2025-02-20,209376.2,209376.2,9,0
INV001095,SUP007,2025-02-14,291970.53,291970.53,2,0
INV001096,SUP007,2025-02-17,186413.03,186413.03,4,0
INV001097,SUP007,2025-02-19,111580.85,111580.85,0,0
INV001098,SUP007,2025-02-07,79249.87,79249.87,9,0
INV001099,SUP007,2025-02-06,256258.84,249129.33,4,1
INV001100,SUP007,2025-02-06,390708.38,390708.38,6,0
INV001101,SUP007,2025-02-16,97970.15,97970.15,2,0
INV001102,SUP007,2025-03-05,119072.09,119072.09,4,0
INV001103,SUP007,2025-03-14,124507.18,124507.18,8,0
INV001104,SUP007,2025-03-22,224648.25,224648.25,6,0
INV001105,SUP007,2025-03-01,236148.4,236148.4,0,0
INV001106,SUP007,2025-03-01,97450.36,95056.36,7,1
INV001107,SUP007,2025-03-21,223917.11,223917.11,11,0
INV001108,SUP007,2025-03-07,83953.52,83953.52,9,0
INV001109,SUP007,2025-03-08,159304.09,159304.09,4,0
INV001110,SUP007,2025-03-17,101724.2,101724.2,2,0
INV001111,SUP007,2025-03-27,110664.39,110664.39,4,0
INV001112,SUP007,2025-03-26,160606.08,160606.08,3,0
INV001113,SUP007,2025-04-19,80687.96,78481.4,4,1
INV001114,SUP007,2025-04-13,191605.7,191605.7,6,0
INV001115,SUP007,2025-04-19,149657.64,149657.64,8,0
INV001116,SUP007,2025-04-12,92450.26,92450.26,7,0
INV001117,SUP007,2025-04-02,243928.34,243928.34,6,0
INV001118,SUP007,2025-04-26,125445.36,125445.36,2,0
INV001119,SUP007,2025-04-01,237328.87,237328.87,8,0
INV001120,SUP007,2025-04-17,222346.64,222346.64,5,0
INV001121,SUP007,2025-04-26,147982.92,147982.92,0,0
INV001122,SUP007,2025-04-09,62750.15,62750.15,0,0
INV001123,SUP007,2025-04-02,209037.16,209037.16,6,0
INV001124,SUP007,2025-04-14,124915.75,124915.75,5,0
INV001125,SUP007,2025-04-03,138519.03,138519.03,13,0
INV001126,SUP007,2025-04-25,209555.18,204000.22,5,1
INV001127,SUP007,2025-05-25,287285.79,287285.79,4,0
INV001128,SUP007,2025-05-05,101200.31,101200.31,5,0
INV001129,SUP007,2025-05-07,104310.51,104310.51,5,0
INV001130,SUP007,2025-05-26,78778.57,78778.57,8,0
INV001131,SUP007,2025-05-12,107978.16,107978.16,2,0
INV001132,SUP007,2025-05-25,137838.51,137838.51,1,0
INV001133,SUP007,2025-05-03,203921.44,203921.44,0,0
INV001134,SUP007,2025-05-13,226127.49,226127.49,0,0
INV001135,SUP007,2025-05-03,207838.17,207838.17,1,0
INV001136,SUP007,2025-05-09,132915.8,132915.8,2,0
INV001137,SUP007,2025-05-18,225941.5,225941.5,12,0
INV001138,SUP007,2025-06-19,264454.71,264454.71,1,0
INV001139,SUP007,2025-06-22,72334.31,72334.31,1,0
INV001140,SUP007,2025-06-24,179289.77,179289.77,4,0
INV001141,SUP007,2025-06-27,128230.24,128230.24,1,0
INV001142,SUP007,2025-06-09,164819.66,164819.66,11,0
INV001143,SUP007,2025-06-15,126066.09,126066.09,8,0
INV001144,SUP007,2025-06-24,173054.41,169669.34,13,1
INV001145,SUP007,2025-06-07,81576.25,81576.25,2,0
INV001146,SUP007,2025-06-17,251551.54,251551.54,0,0
INV001147,SUP007,2025-06-22,92396.4,92396.4,0,0
INV001148,SUP007,2025-07-07,170857.08,170857.08,8,0
INV001149,SUP007,2025-07-12,97709.29,97709.29,5,0
INV001150,SUP007,2025-07-14,245111.31,245111.31,2,0
INV001151,SUP007,2025-07-12,67358.97,67358.97,3,0
INV001152,SUP007,2025-07-08,88329.65,88329.65,10,0
INV001153,SUP007,2025-07-04,213564.99,213564.99,2,0
INV001154,SUP007,2025-07-08,108625.95,108625.95,3,0
INV001155,SUP007,2025-08-13,103426.61,103426.61,5,0
INV001156,SUP007,2025-08-17,125980.83,125980.83,9,0
INV001157,SUP007,2025-08-05,289578.3,283943.19,9,1
INV001158,SUP007,2025-08-06,87210.8,84830.3,1,1
INV001159,SUP007,2025-08-07,171315.19,167105.64,4,1
INV001160,SUP007,2025-08-13,57077.46,57077.46,2,0
INV001161,SUP007,2025-08-23,376343.44,376343.44,3,0
INV001162,SUP007,2025-08-24,219581.14,219581.14,0,0
INV001163,SUP007,2025-08-21,196268.4,196268.4,6,0
INV001164,SUP007,2025-08-08,86062.84,86062.84,7,0
INV001165,SUP007,2025-08-16,122773.89,122773.89,0,0
INV001166,SUP007,2025-08-04,87308.16,87308.16,2,0
INV001167,SUP007,2025-09-16,187418.33,187418.33,10,0
INV001168,SUP007,2025-09-07,182329.7,182329.7,4,0
INV001169,SUP007,2025-09-21,81208.79,81208.79,9,0
INV001170,SUP007,2025-09-02,83798.35,83798.35,4,0
INV001171,SUP007,2025-09-14,324482.07,324482.07,7,0
INV001172,SUP007,2025-09-23,271223.53,271223.53,10,0
INV001173,SUP007,2025-09-07,155976.73,155976.73,7,0
INV001174,SUP007,2025-09-07,227544.03,227544.03,0,0
INV001175,SUP007,2025-10-08,146286.33,142970.05,6,1
INV001176,SUP007,2025-10-09,125103.43,125103.43,14,0
INV001177,SUP007,2025-10-09,212297.64,212297.64,5,0
INV001178,SUP007,2025-10-23,274521.4,274521.4,0,0
INV001179,SUP007,2025-10-02,97956.28,97956.28,0,0
INV001180,SUP007,2025-10-07,127560.35,124781.37,4,1
INV001181,SUP007,2025-10-01,113685.42,113685.42,4,0
INV001182,SUP007,2025-10-12,116622.78,116622.78,4,0
INV001183,SUP007,2025-10-09,97283.77,97283.77,3,0
INV001184,SUP007,2025-10-10,99400.13,99400.13,5,0
INV001185,SUP007,2025-10-17,353105.94,353105.94,1,0
INV001186,SUP007,2025-10-09,203633.78,203633.78,0,0
INV001187,SUP007,2025-10-13,183282.58,183282.58,0,0
INV001188,SUP007,2025-11-25,122898.76,122898.76,10,0
INV001189,SUP007,2025-11-25,220489.87,220489.87,7,0
INV001190,SUP007,2025-11-24,87578.93,87578.93,2,0
INV001191,SUP007,2025-11-23,270541.33,270541.33,0,0
INV001192,SUP007,2025-11-04,120137.88,120137.88,3,0
INV001193,SUP007,2025-11-11,271069.31,271069.31,6,0
INV001194,SUP007,2025-11-08,90678.18,90060.32,11,1
INV001195,SUP007,2025-12-23,148083.14,145889.67,7,1
INV001196,SUP007,2025-12-09,111321.11,111321.11,4,0
INV001197,SUP007,2025-12-18,54375.55,54375.55,11,0
INV001198,SUP007,2025-12-07,72904.87,72904.87,12,0
INV001199,SUP007,2025-12-13,178376.11,178376.11,3,0
INV001200,SUP007,2025-12-09,139480.58,139480.58,14,0
INV001201,SUP007,2025-12-08,153339.72,153339.72,3,0
INV001202,SUP007,2026-01-20,168475.57,168475.57,5,0
INV001203,SUP007,2026-01-25,101164.75,101164.75,1,0
INV001204,SUP007,2026-01-10,186235.02,186235.02,2,0
INV001205,SUP007,2026-01-02,371707.17,371707.17,0,0
INV001206,SUP007,2026-01-18,128212.88,128212.88,7,0
INV001207,SUP007,2026-01-05,145926.02,142501.37,13,1
INV001208,SUP007,2026-01-25,105988.29,105988.29,0,0
INV001209,SUP007,2026-01-15,141899.9,141899.9,7,0
INV001210,SUP007,2026-01-21,192861.23,192861.23,10,0
INV001211,SUP007,2026-01-20,176120.51,176120.51,0,0
INV001212,SUP007,2026-01-09,181572.39,179882.9,8,1
INV001213,SUP007,2026-02-12,140417.26,140417.26,0,0
INV001214,SUP007,2026-02-08,104106.41,104106.41,8,0
INV001215,SUP007,2026-02-12,92024.1,92024.1,5,0
INV001216,SUP007,2026-02-03,266088.09,266088.09,6,0
INV001217,SUP007,2026-02-11,226574.17,226574.17,5,0
INV001218,SUP007,2026-02-18,170178.34,170178.34,0,0
INV001219,SUP007,2026-02-11,158622.67,158622.67,7,0
INV001220,SUP007,2026-02-17,235968.42,235968.42,0,0
INV001221,SUP007,2026-02-25,227663.81,227663.81,11,0
INV001222,SUP007,2026-02-19,129970.0,129970.0,14,0
INV001223,SUP007,2026-03-03,528441.76,528441.76,7,0
INV001224,SUP007,2026-03-19,67774.76,67774.76,5,0
INV001225,SUP007,2026-03-14,166998.01,166998.01,7,0
INV001226,SUP007,2026-03-05,189377.76,189377.76,3,0
INV001227,SUP007,2026-03-07,93325.63,93325.63,8,0
INV001228,SUP007,2026-03-11,363761.66,363761.66,11,0
INV001229,SUP007,2026-03-12,149497.71,149497.71,1,0
INV001230,SUP007,2026-03-21,203789.48,203789.48,5,0
INV001231,SUP007,2026-03-03,248568.76,248568.76,2,0
INV001232,SUP007,2026-03-27,114663.91,114663.91,13,0
INV001233,SUP007,2026-04-14,135381.81,135381.81,4,0
INV001234,SUP007,2026-04-23,205066.74,205066.74,10,0
INV001235,SUP007,2026-04-09,144103.88,144103.88,4,0
INV001236,SUP007,2026-04-02,139788.42,139788.42,11,0
INV001237,SUP007,2026-04-09,188064.95,188064.95,0,0
INV001238,SUP007,2026-04-06,122720.31,122720.31,4,0
INV001239,SUP007,2026-04-01,74387.75,74387.75,0,0
INV001240,SUP007,2026-04-03,353996.07,353996.07,5,0
INV001241,SUP007,2026-04-21,138100.67,138100.67,1,0
INV001242,SUP007,2026-04-09,167598.17,167598.17,8,0
INV001243,SUP007,2026-04-21,83198.82,83198.82,7,0
INV001244,SUP007,2026-04-08,156296.84,156296.84,5,0
INV001245,SUP007,2026-05-26,353042.24,353042.24,7,0
INV001246,SUP007,2026-05-15,192315.61,192315.61,9,0
INV001247,SUP007,2026-05-21,137170.13,137170.13,0,0
INV001248,SUP007,2026-05-15,70202.13,70202.13,9,0
INV001249,SUP007,2026-05-27,327632.73,327632.73,3,0
INV001250,SUP007,2026-05-12,43155.75,43155.75,11,0
INV001251,SUP007,2026-05-25,99214.14,96413.43,6,1
INV001252,SUP007,2026-05-26,72036.18,72036.18,10,0
INV001253,SUP007,2026-05-12,200275.39,196164.03,0,1
INV001254,SUP007,2026-05-16,139645.37,139645.37,0,0
INV001255,SUP007,2026-05-12,128059.73,128059.73,4,0
INV001256,SUP007,2026-05-20,249541.58,249541.58,8,0
INV001257,SUP007,2026-05-11,92122.12,92122.12,7,0
INV001258,SUP007,2026-05-19,205188.71,205188.71,2,0
INV001259,SUP007,2026-06-27,96615.32,96615.32,5,0
INV001260,SUP007,2026-06-23,211632.64,211632.64,0,0
INV001261,SUP007,2026-06-10,46596.32,46596.32,1,0
INV001262,SUP007,2026-06-06,192009.45,192009.45,1,0
INV001263,SUP007,2026-06-25,217131.16,217131.16,10,0
INV001264,SUP007,2026-06-07,165864.54,165864.54,4,0
INV001265,SUP007,2026-06-22,175589.17,175589.17,1,0
INV001266,SUP007,2026-06-23,160075.77,160075.77,2,0
INV001267,SUP007,2026-06-27,208312.21,208312.21,2,0
INV001268,SUP007,2026-06-20,218717.38,218717.38,5,0
INV001269,SUP007,2026-06-20,101428.09,101428.09,5,0
INV001270,SUP008,2025-01-12,98479.61,98479.61,5,0
INV001271,SUP008,2025-01-16,218152.5,218152.5,6,0
INV001272,SUP008,2025-01-24,131802.64,131802.64,0,0
INV001273,SUP008,2025-01-06,140380.12,140380.12,0,0
INV001274,SUP008,2025-01-27,196929.72,196929.72,11,0
INV001275,SUP008,2025-01-06,176054.72,176054.72,4,0
INV001276,SUP008,2025-01-22,248475.31,248475.31,8,0
INV001277,SUP008,2025-01-01,280281.71,280281.71,2,0
INV001278,SUP008,2025-01-07,91412.09,91412.09,8,0
INV001279,SUP008,2025-01-07,222105.04,222105.04,10,0
INV001280,SUP008,2025-01-07,134015.03,134015.03,0,0
INV001281,SUP008,2025-01-19,82503.91,82503.91,0,0
INV001282,SUP008,2025-01-08,229135.75,229135.75,3,0
INV001283,SUP008,2025-02-27,80907.5,80907.5,0,0
INV001284,SUP008,2025-02-04,300976.32,300976.32,0,0
INV001285,SUP008,2025-02-23,111975.37,111975.37,9,0
INV001286,SUP008,2025-02-17,79206.35,79206.35,5,0
INV001287,SUP008,2025-02-07,161849.5,161849.5,2,0
INV001288,SUP008,2025-02-23,95573.02,95573.02,7,0
INV001289,SUP008,2025-02-18,140745.82,140745.82,5,0
INV001290,SUP008,2025-02-27,236945.4,236945.4,4,0
INV001291,SUP008,2025-03-22,110154.06,110154.06,6,0
INV001292,SUP008,2025-03-07,105646.62,105646.62,0,0
INV001293,SUP008,2025-03-20,72270.41,72270.41,5,0
INV001294,SUP008,2025-03-02,326116.15,326116.15,2,0
INV001295,SUP008,2025-03-22,88842.22,88842.22,6,0
INV001296,SUP008,2025-03-27,180233.34,180233.34,8,0
INV001297,SUP008,2025-03-01,165512.4,165512.4,0,0
INV001298,SUP008,2025-03-01,128869.32,128869.32,0,0
INV001299,SUP008,2025-03-08,138432.02,138432.02,6,0
INV001300,SUP008,2025-03-03,241047.11,241047.11,7,0
INV001301,SUP008,2025-03-18,219211.29,219211.29,6,0
INV001302,SUP008,2025-04-19,137566.37,137566.37,0,0
INV001303,SUP008,2025-04-06,177445.42,177445.42,3,0
INV001304,SUP008,2025-04-11,117600.99,117600.99,5,0
INV001305,SUP008,2025-04-06,286063.84,286063.84,6,0
INV001306,SUP008,2025-04-19,164038.52,164038.52,8,0
INV001307,SUP008,2025-04-11,109035.27,109035.27,0,0
INV001308,SUP008,2025-04-10,176987.3,176987.3,3,0
INV001309,SUP008,2025-04-18,69397.68,69397.68,4,0
INV001310,SUP008,2025-04-02,267941.01,267941.01,2,0
INV001311,SUP008,2025-04-27,153011.75,153011.75,0,0
INV001312,SUP008,2025-04-02,356751.85,356751.85,0,0
INV001313,SUP008,2025-04-07,130549.83,130549.83,0,0
INV001314,SUP008,2025-05-11,242579.87,242579.87,0,0
INV001315,SUP008,2025-05-12,207403.61,207403.61,3,0
INV001316,SUP008,2025-05-14,177580.73,177580.73,7,0
INV001317,SUP008,2025-05-24,198265.18,198265.18,0,0
INV001318,SUP008,2025-05-26,179953.51,179953.51,7,0
INV001319,SUP008,2025-05-07,194163.12,194163.12,0,0
INV001320,SUP008,2025-06-09,146063.45,146063.45,6,0
INV001321,SUP008,2025-06-02,90929.1,90929.1,1,0
INV001322,SUP008,2025-06-14,87801.36,87801.36,2,0
INV001323,SUP008,2025-06-17,65780.16,65780.16,0,0
INV001324,SUP008,2025-06-11,262985.21,262985.21,0,0
INV001325,SUP008,2025-06-01,229369.5,229369.5,1,0
INV001326,SUP008,2025-06-24,94622.79,94622.79,6,0
INV001327,SUP008,2025-06-27,91908.87,91908.87,2,0
INV001328,SUP008,2025-06-25,236931.16,236931.16,1,0
INV001329,SUP008,2025-06-20,156936.26,156936.26,0,0
INV001330,SUP008,2025-06-20,312019.3,312019.3,4,0
INV001331,SUP008,2025-06-23,146084.02,146084.02,9,0
INV001332,SUP008,2025-07-24,127563.91,127563.91,1,0
INV001333,SUP008,2025-07-04,338193.55,338193.55,2,0
INV001334,SUP008,2025-07-17,78330.46,78330.46,9,0
INV001335,SUP008,2025-07-23,437695.79,437695.79,5,0
INV001336,SUP008,2025-07-22,120730.35,120730.35,3,0
INV001337,SUP008,2025-07-02,296240.17,296240.17,0,0
INV001338,SUP008,2025-07-15,220977.87,220977.87,6,0
INV001339,SUP008,2025-07-18,296175.9,296175.9,5,0
INV001340,SUP008,2025-07-01,349395.48,349395.48,7,0
INV001341,SUP008,2025-07-05,386217.42,386217.42,0,0
INV001342,SUP008,2025-07-04,139943.75,139943.75,5,0
INV001343,SUP008,2025-07-03,431971.99,431971.99,2,0
INV001344,SUP008,2025-07-03,272154.69,272154.69,0,0
INV001345,SUP008,2025-08-05,106467.92,106467.92,0,0
INV001346,SUP008,2025-08-23,101652.95,101652.95,0,0
INV001347,SUP008,2025-08-23,208332.77,208332.77,8,0
INV001348,SUP008,2025-08-23,217015.78,217015.78,6,0
INV001349,SUP008,2025-08-13,197381.57,197381.57,3,0
INV001350,SUP008,2025-08-03,233384.57,233384.57,9,0
INV001351,SUP008,2025-08-10,241527.89,241527.89,4,0
INV001352,SUP008,2025-08-26,280390.92,280390.92,11,0
INV001353,SUP008,2025-08-27,87608.1,87608.1,5,0
INV001354,SUP008,2025-08-07,138000.91,138000.91,2,0
INV001355,SUP008,2025-08-15,144973.47,144973.47,3,0
INV001356,SUP008,2025-08-26,214275.4,214275.4,11,0
