supplier_id,month,sla_compliance,on_time_delivery_rate,defect_rate,invoice_accuracy,avg_resolution_days,escalation_count,order_fulfillment_rate
SUP021,2025-05-01,95.07,92.8,2.91,96.12,2.34,0,90.16
SUP021,2025-06-01,93.61,91.3,2.42,96.0,3.21,0,90.26
SUP021,2025-07-01,92.23,92.74,2.44,95.35,2.25,0,91.39
SUP021,2025-08-01,92.81,92.67,3.07,96.27,1.73,0,92.03
SUP021,2025-09-01,91.9,91.11,2.63,94.26,2.53,0,90.06
SUP021,2025-10-01,88.94,88.74,2.89,94.98,2.14,0,88.89
SUP021,2025-11-01,90.17,88.09,3.35,95.92,2.25,3,86.66
SUP021,2025-12-01,89.46,90.86,3.77,94.61,3.56,0,89.54
SUP021,2026-01-01,89.04,89.38,3.62,95.25,2.57,1,89.93
SUP021,2026-02-01,90.91,92.14,4.32,95.64,3.42,0,93.11
SUP021,2026-03-01,89.55,88.26,3.39,94.25,3.85,0,88.12
SUP021,2026-04-01,90.55,87.24,4.49,93.72,3.87,1,86.02
SUP021,2026-05-01,86.84,89.49,3.67,94.13,3.74,3,88.29
SUP021,2026-06-01,87.53,88.75,4.23,92.6,4.3,1,88.76
SUP022,2025-01-01,90.31,89.88,5.86,91.13,6.03,2,91.58
SUP022,2025-02-01,91.59,90.24,5.37,92.84,5.58,1,91.27
SUP022,2025-03-01,90.55,92.11,4.67,91.33,5.54,2,90.57
SUP022,2025-04-01,91.02,92.21,5.11,92.77,5.54,2,92.11
SUP022,2025-05-01,92.33,89.96,6.21,92.24,5.8,1,89.02
SUP022,2025-06-01,93.69,91.58,6.42,94.33,6.21,1,91.88
SUP022,2025-07-01,90.32,89.23,6.26,91.69,5.95,2,89.26
SUP022,2025-08-01,91.66,90.42,5.04,91.55,5.98,0,89.19
SUP022,2025-09-01,90.31,89.81,5.98,91.24,5.69,2,89.63
SUP022,2025-10-01,89.86,88.5,5.82,92.14,5.13,2,86.65
SUP022,2025-11-01,90.72,86.99,5.85,91.93,6.02,1,86.44
SUP022,2025-12-01,90.52,90.2,5.55,91.42,4.01,1,90.12
SUP022,2026-01-01,89.18,89.67,5.98,89.86,6.07,1,90.19
SUP022,2026-02-01,90.71,89.41,6.2,91.74,5.75,3,89.4
SUP022,2026-03-01,91.61,89.64,5.52,91.39,6.09,3,88.8
SUP022,2026-04-01,90.89,89.38,5.21,91.17,5.19,3,88.4
SUP022,2026-05-01,89.69,89.52,5.06,91.16,6.23,4,88.45
SUP022,2026-06-01,92.28,90.13,6.08,89.77,4.55,2,89.58
SUP023,2025-01-01,97.18,95.27,2.88,97.01,2.42,1,92.52
SUP023,2025-02-01,96.37,95.49,2.61,98.31,3.12,3,96.02
SUP023,2025-03-01,96.29,93.95,2.5,96.39,3.98,0,93.41
SUP023,2025-04-01,95.32,93.92,3.17,96.16,2.4,0,93.85
SUP023,2025-05-01,94.54,91.75,3.07,97.78,3.27,0,91.93
SUP023,2025-06-01,94.01,91.79,2.68,96.66,2.9,0,92.34
SUP023,2025-07-01,91.2,92.76,4.06,96.93,1.57,1,93.5
SUP023,2025-08-01,91.49,92.65,3.35,94.61,3.39,0,92.33
SUP023,2025-09-01,92.31,90.46,2.89,96.17,3.71,2,89.38
SUP023,2025-10-01,90.65,89.95,3.16,94.3,2.43,0,89.26
SUP023,2025-11-01,91.56,89.39,3.96,95.94,3.0,1,87.84
SUP023,2025-12-01,90.37,87.7,3.62,96.2,3.1,1,88.03
SUP023,2026-01-01,90.08,87.34,3.31,95.55,3.54,1,86.89
SUP023,2026-02-01,89.36,89.91,3.37,94.53,3.14,0,90.15
SUP023,2026-03-01,90.89,89.36,3.17,93.07,3.35,2,88.57
SUP023,2026-04-01,89.18,86.73,4.53,93.84,4.09,5,86.75
SUP023,2026-05-01,89.83,89.23,3.72,94.37,3.04,0,87.9
SUP023,2026-06-01,85.18,88.28,4.12,93.56,3.91,2,87.69
SUP024,2025-01-01,88.8,89.79,6.72,92.57,4.97,2,88.66
SUP024,2025-02-01,89.73,88.23,5.48,90.45,6.05,3,86.09
SUP024,2025-03-01,89.62,88.46,6.01,93.57,5.1,2,88.0
SUP024,2025-04-01,91.1,90.92,6.1,91.61,7.57,1,91.84
SUP024,2025-05-01,90.97,89.66,7.2,90.78,6.86,1,90.48
SUP024,2025-06-01,90.68,89.06,5.87,92.38,5.31,0,88.93
SUP024,2025-07-01,86.38,88.68,6.56,91.27,6.1,9,87.68
SUP024,2025-08-01,88.87,88.64,5.56,91.7,5.75,5,86.81
SUP024,2025-09-01,87.56,85.88,5.79,90.59,6.87,4,84.7
SUP024,2025-10-01,88.3,87.36,6.15,91.56,7.23,4,86.61
SUP024,2025-11-01,87.31,84.53,5.98,90.84,4.68,3,85.57
SUP024,2025-12-01,86.15,89.37,5.42,92.18,5.42,6,89.84
SUP024,2026-01-01,88.53,90.55,6.75,92.24,5.86,4,90.18
SUP024,2026-02-01,87.13,85.86,6.0,90.92,5.41,2,85.51
SUP024,2026-03-01,89.25,87.5,5.89,91.98,6.4,1,87.62
SUP024,2026-04-01,87.61,88.72,6.31,91.94,6.14,4,87.11
SUP024,2026-05-01,88.67,88.36,6.24,91.75,5.44,5,86.62
SUP024,2026-06-01,87.26,86.55,5.23,90.92,4.77,4,86.64
SUP025,2025-01-01,96.72,95.22,2.1,97.61,2.34,0,94.88
SUP025,2025-02-01,95.43,96.46,1.34,96.45,3.1,0,95.49
SUP025,2025-03-01,96.56,97.26,2.95,96.97,3.28,1,97.84
SUP025,2025-04-01,96.67,96.06,3.16,95.67,2.06,0,95.62
SUP025,2025-05-01,93.36,95.24,1.67,95.47,3.71,0,95.71
SUP025,2025-06-01,94.31,94.02,3.78,95.64,2.5,1,92.94
SUP025,2025-07-01,92.04,92.85,2.01,95.0,3.48,0,92.6
SUP025,2025-08-01,91.93,91.89,3.21,96.44,1.12,0,91.26
SUP025,2025-09-01,91.83,91.91,3.32,95.22,2.66,0,90.49
SUP025,2025-10-01,90.45,90.7,3.39,96.52,2.88,1,90.25
SUP025,2025-11-01,90.6,89.97,3.27,95.76,3.32,1,90.24
SUP025,2025-12-01,93.05,89.96,3.1,96.03,3.42,1,89.72
SUP025,2026-01-01,90.24,88.3,3.6,94.93,4.59,0,89.67
SUP025,2026-02-01,90.18,93.57,4.25,93.85,3.77,0,94.15
SUP025,2026-03-01,89.63,89.92,2.86,93.39,3.43,0,89.11
SUP025,2026-04-01,88.19,90.34,3.36,95.43,2.29,2,89.59
SUP025,2026-05-01,89.58,88.84,3.57,93.53,2.71,0,88.01
SUP025,2026-06-01,86.8,88.44,3.54,93.96,3.28,1,86.95
SUP026,2025-01-01,89.46,87.12,5.57,91.79,5.29,2,87.47
SUP026,2025-02-01,90.44,86.65,5.07,93.4,5.36,1,85.62
SUP026,2025-03-01,88.18,88.64,4.95,93.9,4.7,1,89.34
SUP026,2025-04-01,91.51,92.13,5.59,90.86,4.26,0,91.88
SUP026,2025-05-01,89.02,89.09,6.09,92.15,5.62,3,87.96
SUP026,2025-06-01,87.76,86.57,5.47,91.01,6.38,7,85.98
SUP026,2025-07-01,88.57,86.87,6.29,92.82,5.82,3,86.96
SUP026,2025-08-01,91.18,87.41,5.7,91.82,4.47,6,87.27
SUP026,2025-09-01,87.79,86.08,5.39,90.94,5.44,3,84.22
SUP026,2025-10-01,87.11,87.33,6.13,91.54,6.41,1,87.04
SUP026,2025-11-01,87.49,85.2,5.53,91.22,5.11,4,84.95
SUP026,2025-12-01,87.32,87.99,5.62,92.5,5.73,2,86.77
SUP026,2026-01-01,88.75,90.44,6.8,91.42,5.69,4,89.39
SUP026,2026-02-01,90.74,88.08,5.97,92.84,6.6,3,88.67
SUP026,2026-03-01,87.19,86.93,5.52,91.09,6.38,4,85.95
SUP026,2026-04-01,88.16,88.33,7.27,91.57,5.46,2,87.85
SUP026,2026-05-01,87.15,86.68,6.0,91.42,5.56,1,85.47
SUP026,2026-06-01,88.32,88.09,5.8,91.98,6.23,3,87.12
SUP027,2025-01-01,97.2,97.3,1.44,97.5,2.33,0,97.46
SUP027,2025-02-01,97.24,96.2,0.58,97.82,2.09,0,94.57
SUP027,2025-03-01,96.22,95.54,0.36,97.62,1.92,0,94.16
SUP027,2025-04-01,98.71,96.82,1.6,98.82,2.19,0,97.7
SUP027,2025-05-01,97.11,97.6,3.05,98.05,1.66,0,96.65
SUP027,2025-06-01,95.29,97.04,2.25,98.35,2.05,0,96.4
SUP027,2025-07-01,96.03,98.33,1.61,98.62,0.51,0,96.65
SUP027,2025-08-01,96.56,96.25,2.11,97.49,2.58,0,96.23
SUP027,2025-09-01,97.52,96.5,1.41,97.41,1.75,0,96.8
SUP027,2025-10-01,96.53,96.09,1.75,98.81,1.99,0,96.37
SUP027,2025-11-01,97.4,94.23,1.99,97.94,1.46,0,92.63
SUP027,2025-12-01,96.75,94.21,1.97,97.88,4.62,0,94.01
SUP027,2026-01-01,98.55,93.53,1.85,99.6,2.12,1,91.86
SUP027,2026-02-01,97.75,95.23,1.42,97.55,2.45,1,94.37
SUP027,2026-03-01,96.08,94.89,2.09,96.92,2.04,0,95.3
SUP027,2026-04-01,96.54,96.6,2.08,98.85,2.62,2,96.7
SUP027,2026-05-01,96.38,95.95,2.03,98.27,0.73,0,94.49
SUP027,2026-06-01,97.41,94.48,3.1,97.98,2.47,0,94.27
SUP028,2025-01-01,91.86,89.72,6.25,92.46,5.1,3,90.85
SUP028,2025-02-01,90.1,87.69,4.72,92.4,7.29,1,87.19
SUP028,2025-03-01,90.97,90.43,5.65,91.97,6.03,3,88.82
SUP028,2025-04-01,91.37,89.62,6.8,91.61,6.96,2,89.67
SUP028,2025-05-01,90.27,89.34,6.94,91.35,6.47,2,87.71
SUP028,2025-06-01,90.83,89.24,6.0,92.04,5.79,2,89.63
SUP028,2025-07-01,87.96,86.62,5.49,92.01,5.84,3,86.34
SUP028,2025-08-01,87.96,88.14,4.91,91.17,6.55,3,87.41
SUP028,2025-09-01,89.37,86.54,6.42,91.24,5.54,2,86.19
SUP028,2025-10-01,86.44,85.56,6.18,93.22,6.16,1,85.25
SUP028,2025-11-01,87.49,85.76,6.75,89.69,6.45,4,85.36
SUP028,2025-12-01,88.61,86.65,5.13,91.0,6.8,4,86.3
SUP028,2026-01-01,87.95,88.98,5.61,91.19,5.92,2,88.21
SUP028,2026-02-01,86.04,88.31,6.05,91.67,6.1,0,87.85
SUP028,2026-03-01,89.7,87.4,5.53,94.03,5.43,1,86.8
SUP028,2026-04-01,87.94,87.56,6.64,91.96,6.34,4,86.6
SUP028,2026-05-01,87.85,88.16,5.82,91.58,5.78,2,88.04
SUP028,2026-06-01,87.81,88.06,5.61,89.72,6.25,3,88.73
SUP029,2025-01-01,87.31,88.28,5.3,91.64,6.57,1,88.07
SUP029,2025-02-01,88.34,85.14,5.93,92.52,5.02,1,85.88
SUP029,2025-03-01,89.09,87.2,6.28,93.02,3.55,4,86.45
SUP029,2025-04-01,90.87,88.29,5.6,92.17,4.84,2,87.65
SUP029,2025-05-01,92.14,88.09,4.6,91.7,5.16,0,87.96
SUP029,2025-06-01,89.66,87.96,4.98,92.42,4.45,2,87.88
SUP029,2025-07-01,91.16,89.54,3.97,94.09,4.78,1,89.17
SUP029,2025-08-01,89.93,91.22,4.98,93.4,5.77,3,91.52
SUP029,2025-09-01,91.92,89.95,3.94,93.11,3.72,1,89.02
SUP029,2025-10-01,91.86,92.5,5.08,93.08,5.29,1,91.74
SUP029,2025-11-01,89.5,90.49,3.95,93.66,3.91,1,88.87
SUP029,2025-12-01,92.74,90.23,4.28,92.66,4.89,2,89.95
SUP029,2026-01-01,92.92,92.31,4.52,93.85,5.31,1,91.38
SUP029,2026-02-01,94.41,92.43,5.55,93.39,4.71,1,91.22
SUP029,2026-03-01,94.39,94.21,4.26,93.79,4.97,1,93.74
SUP029,2026-04-01,96.22,94.35,4.05,93.85,5.58,1,94.11
SUP029,2026-05-01,98.09,93.18,3.51,93.74,4.56,0,93.06
SUP029,2026-06-01,93.75,94.78,3.54,93.49,5.04,0,93.64
SUP030,2025-01-01,91.28,89.41,5.25,91.27,6.22,1,87.9
SUP030,2025-02-01,88.9,88.89,6.34,92.62,5.7,2,87.76
SUP030,2025-03-01,88.76,89.4,5.76,92.0,6.55,2,89.47
SUP030,2025-04-01,91.65,90.2,6.01,93.35,4.78,0,89.41
SUP030,2025-05-01,88.76,89.23,5.26,92.44,6.58,3,88.72
SUP030,2025-06-01,86.34,90.09,5.96,91.2,6.54,3,88.3
SUP030,2025-07-01,89.37,88.61,6.34,90.83,6.31,1,88.29
SUP030,2025-08-01,89.06,87.69,4.23,91.95,6.32,2,87.27
SUP030,2025-09-01,89.99,87.58,6.18,92.61,6.13,4,86.43
SUP030,2025-10-01,88.09,88.67,5.8,92.12,6.24,2,88.31
SUP030,2025-11-01,88.92,89.04,6.11,91.49,6.43,4,87.94
SUP030,2025-12-01,88.21,87.18,6.3,91.6,6.04,2,87.02
SUP030,2026-01-01,88.59,90.16,5.78,91.13,5.53,2,87.48
SUP030,2026-02-01,89.48,86.47,6.01,91.69,6.52,3,86.52
SUP030,2026-03-01,87.82,85.84,5.19,90.89,5.11,5,84.12
SUP030,2026-04-01,88.33,89.3,6.05,91.55,5.36,3,89.56
SUP030,2026-05-01,89.99,88.53,5.84,91.67,5.89,1,88.53
SUP030,2026-06-01,87.39,85.51,5.9,91.98,5.48,7,85.36
SUP031,2025-01-01,96.62,95.8,2.93,97.31,3.06,0,96.18
SUP031,2025-02-01,98.15,95.48,1.98,96.31,2.11,0,96.01
SUP031,2025-03-01,94.31,94.9,2.12,97.5,2.84,0,94.99
SUP031,2025-04-01,95.46,95.23,2.96,96.35,3.45,0,94.1
SUP031,2025-05-01,94.38,91.8,2.83,96.81,3.17,0,91.58
SUP031,2025-06-01,93.17,94.09,3.04,95.59,3.61,0,94.06
SUP031,2025-07-01,95.03,93.61,2.73,96.07,3.0,0,93.83
SUP031,2025-08-01,92.14,91.12,3.18,96.56,2.74,0,90.36
SUP031,2025-09-01,90.98,90.59,3.01,97.25,1.46,1,90.72
SUP031,2025-10-01,91.73,91.25,3.26,95.05,3.02,0,90.81
SUP031,2025-11-01,90.04,90.13,3.82,94.09,2.42,0,88.94
SUP031,2025-12-01,90.28,90.26,2.74,96.31,2.8,1,90.55
SUP031,2026-01-01,89.22,89.74,5.22,94.93,4.42,3,90.44
SUP031,2026-02-01,91.54,89.67,2.32,94.23,3.82,0,88.6
SUP031,2026-03-01,88.46,87.51,3.85,94.33,3.18,1,86.76
SUP031,2026-04-01,89.07,86.8,3.29,94.12,4.88,1,88.79
SUP031,2026-05-01,89.18,88.09,4.76,93.22,3.8,4,87.27
SUP031,2026-06-01,88.12,87.41,4.79,93.36,2.69,2,86.97
SUP032,2025-01-01,96.61,96.03,1.78,98.14,0.55,1,95.07
SUP032,2025-02-01,95.87,95.84,1.43,99.18,1.79,1,95.7
SUP032,2025-03-01,97.46,98.42,0.76,96.95,0.84,1,99.21
SUP032,2025-04-01,97.01,94.23,1.24,98.96,2.48,0,94.54
SUP032,2025-05-01,95.98,95.27,1.78,98.69,2.83,0,95.36
SUP032,2025-06-01,97.48,96.04,1.69,99.63,0.97,0,94.57
SUP032,2025-07-01,95.37,95.22,1.51,97.82,1.08,0,94.18
SUP032,2025-08-01,97.24,94.52,1.85,97.28,1.97,0,93.95
SUP032,2025-09-01,95.0,95.6,1.06,97.04,1.47,0,94.35
SUP032,2025-10-01,96.92,95.93,1.2,97.57,2.39,0,95.66
SUP032,2025-11-01,96.87,94.91,1.92,99.27,2.08,0,93.96
SUP032,2025-12-01,94.97,94.22,1.34,97.32,2.14,0,92.72
SUP032,2026-01-01,97.41,95.47,0.65,98.06,2.22,0,93.29
SUP032,2026-02-01,98.88,97.47,1.27,97.59,2.13,1,96.69
SUP032,2026-03-01,96.5,98.3,1.86,96.62,2.16,1,98.07
SUP032,2026-04-01,98.81,97.1,1.08,96.87,2.99,1,95.4
SUP032,2026-05-01,98.96,97.64,1.3,99.39,2.58,0,97.67
SUP032,2026-06-01,97.75,94.28,2.18,97.24,2.46,0,93.99
SUP033,2025-01-01,88.21,89.85,6.26,92.28,5.18,2,89.41
SUP033,2025-02-01,87.15,89.66,6.54,92.22,3.66,3,88.96
SUP033,2025-03-01,89.43,88.05,5.37,91.99,4.32,3,86.76
SUP033,2025-04-01,87.39,88.83,4.86,92.59,5.43,3,89.7
SUP033,2025-05-01,93.07,87.84,5.33,92.94,5.18,1,88.59
SUP033,2025-06-01,90.97,89.09,4.63,93.13,5.68,1,88.55
SUP033,2025-07-01,90.07,89.49,4.74,92.39,5.18,0,90.26
SUP033,2025-08-01,89.25,90.38,4.36,93.34,5.37,0,91.01
SUP033,2025-09-01,93.23,90.4,4.48,92.51,4.41,2,89.02
SUP033,2025-10-01,91.18,88.88,4.37,91.32,4.63,1,89.89
SUP033,2025-11-01,93.54,91.82,5.2,93.53,5.37,1,91.94
SUP033,2025-12-01,91.05,89.99,4.41,93.07,4.87,1,88.39
SUP033,2026-01-01,94.83,90.89,4.31,94.71,4.85,0,89.51
SUP033,2026-02-01,93.8,93.1,4.2,93.83,4.23,0,92.57
SUP033,2026-03-01,94.18,94.8,3.58,94.03,4.24,1,93.59
SUP033,2026-04-01,95.17,95.86,3.75,94.32,5.73,0,94.36
SUP033,2026-05-01,96.33,95.11,3.95,95.2,3.86,0,95.12
SUP033,2026-06-01,96.56,94.39,4.21,95.72,3.6,0,95.04
SUP034,2025-01-01,90.97,90.25,4.76,92.0,5.56,1,87.9
SUP034,2025-02-01,90.39,89.1,4.92,93.44,5.88,0,88.57
SUP034,2025-03-01,91.28,92.28,5.09,92.11,5.52,2,91.15
SUP034,2025-04-01,94.67,92.4,5.64,92.31,4.54,1,93.04
SUP034,2025-05-01,92.74,91.83,4.82,93.82,5.32,1,91.26
SUP034,2025-06-01,92.2,92.06,5.01,91.69,4.55,1,91.2
SUP034,2025-07-01,92.66,92.66,4.81,90.65,4.54,2,90.9
SUP034,2025-08-01,92.5,92.06,4.09,94.4,4.76,1,91.03
SUP034,2025-09-01,92.52,91.33,4.98,92.76,3.29,1,89.54
SUP034,2025-10-01,94.08,91.29,4.22,91.91,3.94,1,90.21
SUP034,2025-11-01,94.33,92.42,3.98,95.22,4.53,0,90.81
SUP034,2025-12-01,93.17,92.81,4.04,93.67,4.56,1,93.18
SUP034,2026-01-01,96.29,95.29,4.31,93.98,3.82,0,94.38
SUP034,2026-02-01,97.25,96.03,4.99,94.8,4.55,1,95.71
SUP034,2026-03-01,97.91,95.37,3.6,93.25,3.29,1,95.67
SUP034,2026-04-01,97.72,94.76,4.22,94.95,4.01,1,94.83
SUP034,2026-05-01,97.62,98.35,4.4,95.0,4.98,1,97.54
SUP034,2026-06-01,99.84,97.41,3.84,94.46,4.54,2,97.35
SUP035,2025-01-01,90.92,90.33,5.31,92.27,5.28,5,89.71
SUP035,2025-02-01,95.68,92.33,6.0,91.27,5.74,1,90.65
SUP035,2025-03-01,93.07,89.55,6.1,90.95,4.78,1,88.33
SUP035,2025-04-01,92.77,91.91,5.31,91.83,4.77,1,92.01
SUP035,2025-05-01,93.01,92.48,5.53,92.36,5.38,0,91.88
SUP035,2025-06-01,91.09,90.1,6.97,90.64,6.12,2,89.3
SUP035,2025-07-01,90.07,89.21,6.42,93.25,6.19,2,88.63
SUP035,2025-08-01,92.36,88.77,5.9,92.3,6.15,5,88.16
SUP035,2025-09-01,89.95,91.12,6.33,90.99,5.15,2,89.77
SUP035,2025-10-01,90.99,90.92,4.9,91.95,6.37,1,91.09
SUP035,2025-11-01,90.17,91.34,7.09,91.07,6.26,3,89.49
SUP035,2025-12-01,91.62,88.07,6.43,92.41,6.13,3,89.18
SUP035,2026-01-01,90.58,88.9,5.36,92.81,6.27,0,88.85
SUP035,2026-02-01,91.34,91.39,5.57,91.63,6.53,4,90.78
SUP035,2026-03-01,93.42,89.9,6.21,93.2,5.55,3,89.15
SUP035,2026-04-01,91.16,89.54,6.11,92.3,5.93,2,89.25
SUP035,2026-05-01,92.19,91.77,5.71,91.02,6.22,1,92.27
SUP035,2026-06-01,90.37,88.6,5.95,92.81,4.97,2,87.87
SUP036,2025-01-01,90.0,90.02,4.53,92.95,4.98,2,89.34
SUP036,2025-02-01,91.68,87.24,5.42,91.29,5.5,3,85.65
SUP036,2025-03-01,89.2,90.8,5.83,92.11,4.24,1,90.44
SUP036,2025-04-01,91.6,91.44,4.86,91.92,5.11,2,90.69
SUP036,2025-05-01,90.74,92.13,4.59,92.09,4.57,1,91.25
SUP036,2025-06-01,92.14,89.19,5.41,92.75,5.74,4,88.85
SUP036,2025-07-01,91.2,93.21,4.34,92.36,5.28,1,92.21
SUP036,2025-08-01,93.28,91.66,4.72,92.25,4.72,2,89.98
SUP036,2025-09-01,92.83,92.25,4.54,92.88,5.1,1,92.59
SUP036,2025-10-01,91.73,92.17,5.1,92.63,5.18,2,91.02
SUP036,2025-11-01,94.22,94.34,4.12,92.79,4.15,1,94.0
SUP036,2025-12-01,93.42,93.57,4.6,93.25,5.02,0,93.69
SUP036,2026-01-01,94.33,90.46,3.71,93.3,4.6,1,90.94
SUP036,2026-02-01,95.94,94.72,4.43,94.06,3.42,0,94.54
SUP036,2026-03-01,96.03,94.96,4.9,94.85,3.75,0,93.94
SUP036,2026-04-01,96.12,96.48,3.93,93.23,4.71,0,96.16
SUP036,2026-05-01,97.35,94.73,4.25,94.49,4.45,1,94.95
SUP036,2026-06-01,95.01,96.52,3.15,94.78,4.54,0,96.98
SUP037,2025-01-01,90.87,90.18,6.04,92.27,4.5,1,89.23
SUP037,2025-02-01,89.07,88.53,5.49,92.35,5.49,4,87.67
SUP037,2025-03-01,89.02,88.45,5.58,93.39,4.24,5,87.05
SUP037,2025-04-01,91.0,90.49,4.94,91.8,5.76,0,89.6
SUP037,2025-05-01,93.17,88.89,4.8,92.76,4.59,0,88.54
SUP037,2025-06-01,90.46,90.46,5.1,93.54,5.21,1,90.11
SUP037,2025-07-01,90.82,90.75,4.72,94.3,5.82,2,91.26
SUP037,2025-08-01,91.45,90.51,4.93,93.48,5.47,0,90.56
SUP037,2025-09-01,93.52,91.5,4.49,93.17,4.7,1,88.97
SUP037,2025-10-01,92.42,91.65,3.68,93.03,5.57,3,90.62
SUP037,2025-11-01,94.96,88.71,5.35,91.36,5.32,2,87.29
SUP037,2025-12-01,93.92,92.76,4.18,92.24,5.09,2,93.48
SUP037,2026-01-01,93.38,90.74,4.34,94.2,3.55,0,89.76
SUP037,2026-02-01,94.57,93.39,3.14,93.78,4.5,0,92.59
SUP037,2026-03-01,96.22,93.97,4.27,95.01,4.38,0,93.62
SUP037,2026-04-01,95.75,95.5,3.71,94.67,4.41,0,95.27
SUP037,2026-05-01,96.26,92.98,4.13,94.71,4.93,0,90.96
SUP037,2026-06-01,96.56,94.1,3.27,93.29,5.35,0,93.11
SUP038,2025-01-01,98.37,94.83,1.65,99.15,2.66,0,94.13
SUP038,2025-02-01,96.23,94.89,0.78,97.78,3.0,0,94.37
SUP038,2025-03-01,95.83,96.27,2.36,98.34,2.32,1,98.28
SUP038,2025-04-01,97.52,99.42,0.97,97.81,2.19,0,98.1
SUP038,2025-05-01,97.52,96.17,2.24,98.01,4.43,0,95.52
SUP038,2025-06-01,94.72,94.98,2.43,96.93,0.69,0,93.38
SUP038,2025-07-01,96.33,94.85,0.78,98.36,2.66,0,93.44
SUP038,2025-08-01,96.76,96.36,2.12,98.52,2.56,2,96.44
SUP038,2025-09-01,95.44,95.09,1.98,98.89,3.0,0,94.4
SUP038,2025-10-01,94.51,94.24,1.98,95.27,3.89,0,94.21
SUP038,2025-11-01,97.81,94.14,1.87,97.61,3.36,1,92.68
SUP038,2025-12-01,96.56,94.81,2.41,100.0,2.42,0,94.18
SUP038,2026-01-01,97.79,94.5,1.65,96.77,1.37,0,94.05
SUP038,2026-02-01,98.72,96.38,1.3,97.42,3.16,2,94.98
SUP038,2026-03-01,95.83,96.49,3.05,98.16,1.66,0,96.36
SUP038,2026-04-01,95.48,96.99,2.41,97.75,1.94,0,96.61
SUP038,2026-05-01,96.33,94.66,2.84,98.37,2.6,0,93.54
SUP038,2026-06-01,96.21,96.04,1.65,98.35,2.44,0,96.6
SUP039,2025-01-01,96.88,93.66,2.08,98.77,3.97,1,94.05
SUP039,2025-02-01,97.76,96.78,1.35,97.86,0.81,1,96.31
SUP039,2025-03-01,96.17,96.05,1.65,97.99,2.54,1,94.78
SUP039,2025-04-01,99.58,97.66,1.78,98.81,2.95,0,98.32
SUP039,2025-05-01,96.84,96.45,2.23,97.98,3.0,1,94.99
SUP039,2025-06-01,96.32,97.14,1.47,96.68,2.0,1,95.03
SUP039,2025-07-01,97.32,99.3,1.9,98.02,1.3,0,99.2
SUP039,2025-08-01,95.97,97.38,2.44,98.91,1.95,0,96.93
SUP039,2025-09-01,97.32,97.44,2.0,99.58,2.83,0,96.28
SUP039,2025-10-01,98.28,97.91,2.45,98.02,2.05,0,96.08
SUP039,2025-11-01,96.92,96.02,1.83,97.74,2.09,0,94.14
SUP039,2025-12-01,96.44,95.79,1.32,98.57,3.16,0,95.12
SUP039,2026-01-01,97.78,95.92,2.09,98.25,2.24,0,95.06
SUP039,2026-02-01,97.18,96.2,2.74,100.0,1.36,0,96.47
SUP039,2026-03-01,97.69,97.97,2.13,98.14,2.57,1,97.49
SUP039,2026-04-01,96.1,95.41,1.18,98.61,2.37,0,96.38
SUP039,2026-05-01,96.1,97.67,0.27,98.98,0.92,1,96.33
SUP039,2026-06-01,100.0,93.56,2.18,96.55,2.5,0,92.96
SUP040,2025-01-01,97.17,93.39,2.48,97.67,1.22,1,91.36
SUP040,2025-02-01,98.08,94.63,1.75,98.1,3.27,0,93.99
SUP040,2025-03-01,96.73,95.9,2.52,98.0,1.92,0,95.84
SUP040,2025-04-01,95.46,95.1,2.62,97.83,2.69,0,94.14
SUP040,2025-05-01,96.78,95.34,1.9,97.6,0.71,1,95.09
SUP040,2025-06-01,95.56,93.76,1.92,99.29,2.34,0,93.08
SUP040,2025-07-01,96.21,96.39,2.13,95.61,2.58,1,96.04
SUP040,2025-08-01,96.34,92.74,2.19,98.61,2.23,1,91.42
SUP040,2025-09-01,93.84,95.96,1.71,97.92,1.0,0,96.5
SUP040,2025-10-01,96.18,92.73,2.07,98.07,1.75,0,94.0
SUP040,2025-11-01,95.98,96.68,2.59,98.31,1.99,0,96.43
SUP040,2025-12-01,96.5,93.82,2.22,99.71,2.16,0,94.4
SUP040,2026-01-01,97.16,95.19,2.28,97.57,2.78,0,95.28
SUP040,2026-02-01,96.21,94.11,2.89,97.92,2.65,0,94.46
SUP040,2026-03-01,96.69,97.4,1.51,97.3,2.31,1,96.5
SUP040,2026-04-01,98.96,96.53,2.15,98.58,1.39,0,96.9
SUP040,2026-05-01,95.43,97.0,1.96,98.06,0.5,0,97.21
SUP040,2026-06-01,99.03,93.79,1.35,96.24,2.45,0,94.15
SUP041,2025-01-01,96.8,95.83,2.8,97.45,2.35,0,95.59
SUP041,2025-02-01,95.71,95.91,2.36,98.79,1.61,0,95.44
SUP041,2025-03-01,96.22,94.67,1.49,99.39,2.42,1,92.22
SUP041,2025-04-01,98.2,94.76,1.65,97.83,2.3,0,93.91
SUP041,2025-05-01,98.26,93.89,1.18,97.61,1.89,0,92.59
SUP041,2025-06-01,97.39,94.96,1.64,96.84,2.75,0,93.43
SUP041,2025-07-01,95.66,94.72,1.89,98.71,1.17,0,94.23
SUP041,2025-08-01,94.28,91.79,1.72,99.16,3.37,2,90.53
SUP041,2025-09-01,94.69,93.54,1.43,96.35,3.1,0,93.28
SUP041,2025-10-01,94.36,93.06,1.15,97.84,3.43,0,93.89
